Recorder Data Information,Test Reference Number,22_02_21_ETC_TB10_6,Source Frequency,10 Hz,
,Recorder Name,Legislative_Recorder,Destination Frequency,10 Hz,

Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX,
Count= 677,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--,
175,175,22/02/2021 22:03:51:682,426,423,2369,2,2,1,0.4,-8.92,0.00,0.00,1,2.18,65,910.5,23.14,37.740,-0.40,0.00,0.000,5,2337,0,#####,#####,#####,0.00,#####,28.26,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,56.000,7979.0,-14,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,-5.50,88888,2,5,18,18,
176,176,22/02/2021 22:03:51:782,426,424,2369,2,2,1,0.4,-10.83,0.00,0.00,1,3.06,65,910.5,23.14,37.740,-0.48,0.00,0.000,5,2433,0,#####,#####,#####,0.00,#####,28.26,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,57.000,7979.0,-14,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,-5.50,88888,2,5,18,18,
177,177,22/02/2021 22:03:51:882,425,424,2369,2,2,1,0.5,-11.90,0.00,0.00,1,4.01,65,910.5,23.14,37.740,-0.53,0.00,0.000,5,2440,0,#####,#####,#####,0.00,#####,28.26,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,57.000,7979.0,-14,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,-5.50,88888,2,5,18,18,
178,178,22/02/2021 22:03:51:982,424,424,2369,2,2,1,0.6,-12.73,0.00,0.00,1,5.00,65,910.5,23.14,37.690,-0.57,0.00,0.000,5,2440,0,#####,#####,#####,0.00,#####,28.26,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,57.000,7979.0,-14,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,-5.50,88888,2,5,18,18,
179,179,22/02/2021 22:03:52:82,424,425,2369,2,2,1,0.7,-12.70,0.00,0.00,1,5.99,65,910.5,23.14,37.680,-0.57,0.00,0.000,5,2440,0,#####,#####,#####,0.00,#####,28.26,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,57.000,7979.0,-14,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,-5.50,88888,2,5,18,18,
180,180,22/02/2021 22:03:52:182,423,428,2454,2,2,1,0.7,-10.28,0.00,0.00,0,6.74,65,910.5,23.14,37.680,-0.46,0.00,0.000,5,2438,0,#####,#####,#####,0.00,#####,32.97,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,61.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,3,10,#####,0.00,#####,24.00,88888,2,5,18,18,
181,181,22/02/2021 22:03:52:282,420,428,2454,2,2,0,0.7,-7.55,0.00,0.00,0,7.19,65,910.5,23.14,37.680,-0.34,0.00,0.000,5,2438,0,#####,#####,#####,0.00,#####,32.97,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,61.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,3,10,#####,0.00,#####,24.00,88888,2,5,19,19,
182,182,22/02/2021 22:03:52:382,416,428,2454,2,2,0,0.6,-5.83,0.00,0.00,0,7.57,65,910.5,23.14,37.650,-0.26,0.00,0.000,5,2454,0,#####,#####,#####,0.00,#####,38.86,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,66.000,7979.0,-10,1,#####,1,#####,2,0.00,31.00,5,11,#####,0.00,#####,25.50,88888,2,5,19,19,
183,183,22/02/2021 22:03:52:482,412,429,2454,2,2,0,0.5,0.91,0.00,0.00,0,7.16,65,910.5,23.14,37.650,0.04,0.00,0.000,5,2454,0,#####,#####,#####,0.00,#####,38.86,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,66.000,7979.0,-10,1,#####,1,#####,2,0.00,31.00,5,11,#####,0.00,#####,25.50,88888,2,5,19,19,
184,184,22/02/2021 22:03:52:582,408,421,2454,2,2,0,0.5,5.66,0.00,0.00,0,6.58,65,910.5,23.14,37.680,0.25,0.00,0.000,5,2795,0,#####,#####,#####,0.00,#####,42.78,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,72.000,7979.0,-7,1,#####,1,#####,4,0.00,31.00,7,14,#####,0.00,#####,24.00,88888,2,5,19,19,
185,185,22/02/2021 22:03:52:682,404,415,2509,2,2,0,0.4,9.86,0.00,0.00,0,5.75,65,910.5,23.14,37.680,0.43,0.00,0.000,5,2795,0,#####,#####,#####,0.00,#####,42.78,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,72.000,7979.0,-7,1,#####,1,#####,4,0.00,31.00,7,14,#####,0.00,#####,24.00,88888,2,5,19,19,
186,186,22/02/2021 22:03:52:782,400,410,2509,2,2,0,0.3,11.98,0.00,0.00,0,4.84,65,910.5,23.14,37.680,0.51,0.00,0.000,5,2405,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,74.000,7979.0,-8,1,#####,1,#####,5,0.00,31.00,5,15,#####,0.00,#####,24.00,88888,2,5,19,19,
187,187,22/02/2021 22:03:52:882,396,405,2509,2,2,0,0.2,13.73,0.00,0.00,0,4.60,65,910.5,23.14,37.680,0.58,0.00,0.000,5,2405,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,74.000,7979.0,-8,1,#####,1,#####,5,0.00,31.00,5,15,#####,0.00,#####,24.00,88888,2,5,19,19,
188,188,22/02/2021 22:03:52:982,392,400,2509,2,2,0,0.2,15.23,0.00,0.00,0,4.37,65,910.5,23.14,37.670,0.64,0.00,0.000,5,2345,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,74.000,7979.0,-8,1,#####,1,#####,5,0.00,31.00,3,15,#####,0.00,#####,24.00,88888,2,5,19,19,
189,189,22/02/2021 22:03:53:82,388,395,2509,2,2,0,0.1,15.65,0.00,0.00,0,4.21,65,910.5,23.14,37.670,0.65,0.00,0.000,5,2345,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,74.000,7979.0,-8,1,#####,1,#####,5,0.00,31.00,3,15,#####,0.00,#####,24.00,88888,2,5,19,19,
190,190,22/02/2021 22:03:53:182,384,390,2304,2,2,0,0.0,15.78,0.00,0.00,15,4.09,65,910.5,23.14,37.680,0.64,0.00,0.000,5,2273,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,72.000,7979.0,-9,1,#####,1,#####,4,0.00,31.00,2,14,#####,0.00,#####,24.00,88888,2,5,19,19,
191,191,22/02/2021 22:03:53:282,389,386,2304,2,2,15,1.3,15.18,0.00,0.00,15,4.14,65,910.5,23.14,37.680,0.61,0.00,0.000,5,2273,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,72.000,7979.0,-9,1,#####,1,#####,4,0.00,31.00,2,14,#####,0.00,#####,24.00,88888,2,5,20,20,
192,192,22/02/2021 22:03:53:382,395,385,2304,2,2,15,2.8,14.90,0.00,0.00,15,4.18,65,910.5,23.14,37.700,0.60,0.00,0.000,5,2226,0,#####,#####,#####,0.00,#####,42.00,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,71.000,7979.0,-9,1,#####,1,#####,4,0.00,31.00,3,13,#####,0.00,#####,24.00,88888,2,5,20,20,
193,193,22/02/2021 22:03:53:482,400,388,2304,2,2,15,4.3,14.06,0.00,0.00,15,4.29,65,910.5,23.14,37.700,0.57,0.00,0.000,5,2226,0,#####,#####,#####,0.00,#####,42.00,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,71.000,7979.0,-9,1,#####,1,#####,4,0.00,31.00,3,13,#####,0.00,#####,24.00,88888,2,5,20,20,
194,194,22/02/2021 22:03:53:582,405,394,2304,2,2,15,5.7,13.24,0.00,0.00,15,3.89,65,910.5,23.14,37.710,0.55,0.00,0.000,5,2235,0,#####,#####,#####,0.00,#####,41.60,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,70.000,7979.0,-10,1,#####,1,#####,3,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,2,5,20,20,
195,195,22/02/2021 22:03:53:682,411,399,2248,2,2,15,7.2,12.83,0.00,0.00,15,3.57,65,910.5,23.14,37.690,0.54,0.00,0.000,5,2235,0,#####,#####,#####,0.00,#####,41.60,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,70.000,7979.0,-10,1,#####,1,#####,3,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,2,5,20,20,
196,196,22/02/2021 22:03:53:782,416,405,2248,2,2,15,8.7,12.25,0.00,0.00,15,3.41,65,910.5,23.14,37.690,0.52,0.00,0.000,5,2287,0,#####,#####,#####,0.00,#####,40.82,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,69.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,2,5,20,20,
197,197,22/02/2021 22:03:53:882,422,410,2248,2,2,15,10.1,11.38,0.00,0.00,15,3.44,65,910.5,23.14,37.690,0.49,0.00,0.000,5,2287,0,#####,#####,#####,0.00,#####,40.82,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,69.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,2,5,20,20,
198,198,22/02/2021 22:03:53:982,427,417,2248,2,2,15,11.6,11.14,0.00,0.00,15,3.55,65,910.5,23.15,37.670,0.49,0.00,0.000,5,2343,0,#####,#####,#####,0.00,#####,40.03,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,68.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,7,13,#####,0.00,#####,24.00,88888,2,5,20,20,
199,199,22/02/2021 22:03:54:82,433,422,2248,2,2,15,13.1,10.87,0.00,0.00,15,3.78,65,910.5,23.15,37.670,0.48,0.00,0.000,5,2343,0,#####,#####,#####,0.00,#####,40.03,#####,#####,#####,#####,15,#####,#####,34.000,55.00,0.00,2,68.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,7,13,#####,0.00,#####,24.00,88888,2,5,20,20,
200,200,22/02/2021 22:03:54:182,438,427,2404,2,2,15,14.5,10.65,0.00,0.00,24,4.14,65,910.5,23.15,37.670,0.48,0.00,0.000,5,2421,0,#####,#####,#####,0.00,#####,38.47,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,67.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,9,12,#####,0.00,#####,24.00,88888,2,5,20,20,
201,201,22/02/2021 22:03:54:282,447,432,2404,2,2,24,15.4,9.65,0.00,0.00,24,4.62,65,910.5,23.15,37.670,0.44,0.00,0.000,5,2421,0,#####,#####,#####,0.00,#####,38.47,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,67.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,9,12,#####,0.00,#####,24.00,88888,2,5,21,21,
202,202,22/02/2021 22:03:54:382,457,438,2404,2,2,24,16.4,8.71,0.00,0.00,24,5.26,65,910.5,23.15,37.660,0.40,0.00,0.000,5,2461,0,#####,#####,#####,0.00,#####,36.11,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,65.000,7979.0,-10,1,#####,1,#####,2,0.00,31.00,7,12,#####,0.00,#####,24.00,88888,2,5,21,21,
203,203,22/02/2021 22:03:54:482,466,447,2404,2,2,24,17.4,7.79,0.00,0.00,24,6.02,65,910.5,23.15,37.660,0.36,0.00,0.000,5,2461,0,#####,#####,#####,0.00,#####,36.11,#####,#####,#####,#####,14,#####,#####,34.000,55.00,0.00,2,65.000,7979.0,-10,1,#####,1,#####,2,0.00,31.00,7,12,#####,0.00,#####,24.00,88888,2,5,21,21,
204,204,22/02/2021 22:03:54:582,476,457,2404,2,2,24,18.4,7.33,0.00,0.00,24,6.88,65,910.5,23.15,37.640,0.35,0.00,0.000,5,2548,0,#####,#####,#####,0.00,#####,36.11,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,65.000,7979.0,-10,1,#####,1,#####,2,0.00,31.00,9,12,#####,0.00,#####,24.00,88888,2,5,21,21,
205,205,22/02/2021 22:03:54:682,486,468,2597,2,2,24,19.4,7.44,0.00,0.00,24,7.78,65,910.5,23.15,37.640,0.36,0.00,0.000,5,2548,0,#####,#####,#####,0.00,#####,36.11,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,65.000,7979.0,-10,1,#####,1,#####,2,0.00,31.00,9,12,#####,0.00,#####,24.00,88888,2,5,21,21,
206,206,22/02/2021 22:03:54:782,495,478,2597,2,2,24,20.4,8.01,0.00,0.00,24,8.69,65,910.5,23.15,37.650,0.40,0.00,0.000,5,2675,0,#####,#####,#####,0.00,#####,39.25,#####,#####,#####,#####,15,#####,#####,34.000,56.00,0.00,2,65.000,7979.0,-10,1,#####,1,#####,3,0.00,31.00,8,13,#####,0.00,#####,25.50,88888,2,5,21,21,
207,207,22/02/2021 22:03:54:882,505,489,2597,2,2,24,21.4,8.83,0.00,0.00,24,9.62,65,910.5,23.15,37.650,0.45,0.00,0.000,5,2675,0,#####,#####,#####,0.00,#####,39.25,#####,#####,#####,#####,15,#####,#####,34.000,56.00,0.00,2,65.000,7979.0,-10,1,#####,1,#####,3,0.00,31.00,8,13,#####,0.00,#####,25.50,88888,2,5,21,21,
208,208,22/02/2021 22:03:54:982,515,499,2597,2,2,24,22.4,9.64,0.00,0.00,24,10.53,65,910.5,23.15,37.740,0.50,0.00,0.000,5,2801,0,#####,#####,#####,0.00,#####,41.60,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,69.000,7979.0,-7,1,#####,1,#####,4,0.00,31.00,5,14,#####,0.00,#####,27.00,88888,2,5,21,21,
209,209,22/02/2021 22:03:55:82,524,508,2597,2,2,24,23.4,10.41,0.00,0.00,24,11.46,65,910.5,23.15,37.740,0.55,0.00,0.000,5,2801,0,#####,#####,#####,0.00,#####,41.60,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,69.000,7979.0,-7,1,#####,1,#####,4,0.00,31.00,5,14,#####,0.00,#####,27.00,88888,2,5,21,21,
210,210,22/02/2021 22:03:55:182,534,518,2903,2,2,24,24.4,11.87,0.00,0.00,36,12.34,65,910.5,23.15,37.730,0.64,0.00,0.000,5,2801,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,75.000,7979.0,-5,1,#####,1,#####,6,0.00,31.00,2,16,#####,0.00,#####,27.50,88888,2,5,21,21,
211,211,22/02/2021 22:03:55:282,547,529,2903,2,2,36,25.4,13.42,0.00,0.00,36,13.19,65,910.5,23.15,37.730,0.74,0.00,0.000,5,2801,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,75.000,7979.0,-5,1,#####,1,#####,6,0.00,31.00,2,16,#####,0.00,#####,27.50,88888,2,5,22,22,
212,212,22/02/2021 22:03:55:382,562,539,2903,2,2,36,26.6,14.35,0.00,0.00,36,14.07,65,910.5,23.15,37.740,0.81,0.00,0.000,5,3018,0,#####,#####,#####,0.00,#####,48.67,#####,#####,#####,#####,15,#####,#####,34.000,56.00,0.00,2,78.000,7979.0,-5,1,#####,1,#####,7,0.00,31.00,-2,18,#####,0.00,#####,30.00,88888,2,5,22,22,
213,213,22/02/2021 22:03:55:482,576,552,2903,2,2,36,27.7,15.17,0.00,0.00,36,14.97,65,910.5,23.15,37.740,0.88,0.00,0.000,5,3018,0,#####,#####,#####,0.00,#####,48.67,#####,#####,#####,#####,15,#####,#####,34.000,56.00,0.00,2,78.000,7979.0,-5,1,#####,1,#####,7,0.00,31.00,-2,18,#####,0.00,#####,30.00,88888,2,5,22,22,
214,214,22/02/2021 22:03:55:582,591,566,2903,2,2,36,28.9,16.55,0.00,0.00,36,15.85,65,910.5,23.15,37.740,0.98,0.00,0.000,5,3152,0,#####,#####,#####,0.00,#####,49.85,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,78.000,7979.0,-4,1,#####,1,#####,9,0.00,31.00,-5,19,#####,0.00,#####,31.50,88888,2,5,22,22,
215,215,22/02/2021 22:03:55:682,605,580,2903,2,2,36,30.0,17.65,0.00,0.00,36,16.74,65,910.5,23.15,37.740,1.07,0.00,0.000,5,3152,0,#####,#####,#####,0.00,#####,49.85,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,78.000,7979.0,-4,1,#####,1,#####,9,0.00,31.00,-5,19,#####,0.00,#####,31.50,88888,2,5,22,22,
216,216,22/02/2021 22:03:55:782,620,595,3233,2,2,36,31.2,18.36,0.00,0.00,36,17.67,65,910.5,23.15,37.770,1.14,0.00,0.000,5,3328,0,#####,#####,#####,0.00,#####,51.81,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,80.000,7979.0,-3,1,#####,1,#####,11,0.00,31.00,-5,21,#####,0.00,#####,34.50,88888,2,5,22,22,
217,217,22/02/2021 22:03:55:882,635,610,3233,2,2,36,32.3,19.24,0.00,0.00,36,18.62,65,910.5,23.15,37.770,1.23,0.00,0.000,5,3328,0,#####,#####,#####,0.00,#####,51.81,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,80.000,7979.0,-3,1,#####,1,#####,11,0.00,31.00,-5,21,#####,0.00,#####,34.50,88888,2,5,22,22,
218,218,22/02/2021 22:03:55:982,649,625,3233,2,2,36,33.5,21.03,0.00,0.00,36,19.48,65,910.5,23.15,37.840,1.38,0.00,0.000,5,3494,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,80.000,7979.0,-2,1,#####,1,#####,13,0.00,31.00,-2,21,#####,0.00,#####,33.00,88888,2,5,22,22,
219,219,22/02/2021 22:03:56:82,664,640,3233,2,2,36,34.6,22.99,0.00,0.00,36,20.30,65,910.5,23.15,37.840,1.54,0.00,0.000,5,3494,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,80.000,7979.0,-2,1,#####,1,#####,13,0.00,31.00,-2,21,#####,0.00,#####,33.00,88888,2,5,22,22,
220,220,22/02/2021 22:03:56:182,678,654,3233,2,2,36,35.8,24.08,0.00,0.00,17,21.13,65,910.5,23.15,37.830,1.65,0.00,0.000,5,3669,0,#####,#####,#####,0.00,#####,58.09,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,82.000,7979.0,-2,1,#####,1,#####,15,0.00,31.00,-2,24,#####,0.00,#####,30.50,88888,2,5,22,22,
221,221,22/02/2021 22:03:56:282,684,668,3653,2,2,17,34.1,25.17,0.00,0.00,17,21.65,65,910.5,23.15,37.830,1.76,0.00,0.000,5,3669,0,#####,#####,#####,0.00,#####,58.09,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,82.000,7979.0,-2,1,#####,1,#####,15,0.00,31.00,-2,24,#####,0.00,#####,30.50,88888,2,5,23,23,
222,222,22/02/2021 22:03:56:382,690,680,3653,2,2,17,32.2,27.05,0.00,0.00,17,21.86,65,910.5,23.15,37.830,1.93,0.00,0.000,5,3827,0,#####,#####,#####,0.00,#####,59.66,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-2,1,#####,1,#####,16,0.00,31.00,-1,26,#####,0.00,#####,30.00,88888,2,5,23,23,
223,223,22/02/2021 22:03:56:482,697,688,3653,2,2,17,30.4,29.13,0.00,0.00,17,21.79,65,910.5,23.15,37.880,2.10,0.00,0.000,5,3827,0,#####,#####,#####,0.00,#####,59.66,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-2,1,#####,1,#####,16,0.00,31.00,-1,26,#####,0.00,#####,30.00,88888,2,5,23,23,
224,224,22/02/2021 22:03:56:582,703,694,3653,2,2,17,28.5,30.27,0.00,0.00,17,21.52,65,910.5,23.15,37.970,2.20,0.00,0.000,5,3952,0,#####,#####,#####,0.00,#####,61.23,#####,#####,#####,#####,15,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-1,1,#####,1,#####,18,0.00,31.00,-5,28,#####,0.00,#####,27.50,88888,2,5,23,23,
225,225,22/02/2021 22:03:56:682,709,700,3653,2,2,17,26.7,31.41,0.00,0.00,17,21.04,65,910.5,23.15,37.970,2.30,0.00,0.000,5,3952,0,#####,#####,#####,0.00,#####,61.23,#####,#####,#####,#####,15,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-1,1,#####,1,#####,18,0.00,31.00,-5,28,#####,0.00,#####,27.50,88888,2,5,23,23,
226,226,22/02/2021 22:03:56:782,716,706,3986,2,2,17,24.8,32.84,0.00,0.00,17,20.32,65,910.5,23.15,37.980,2.43,0.00,0.000,5,4026,0,#####,#####,#####,0.00,#####,62.80,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,84.000,7979.0,-1,1,#####,1,#####,19,0.00,31.00,-2,29,#####,0.00,#####,27.50,88888,2,5,23,23,
227,227,22/02/2021 22:03:56:882,722,711,3986,2,2,17,23.0,33.67,0.00,0.00,17,19.44,65,910.5,23.15,37.980,2.51,0.00,0.000,5,4026,0,#####,#####,#####,0.00,#####,62.80,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,84.000,7979.0,-1,1,#####,1,#####,19,0.00,31.00,-2,29,#####,0.00,#####,27.50,88888,2,5,23,23,
228,228,22/02/2021 22:03:56:982,729,718,3986,2,2,17,21.1,34.13,0.00,0.00,17,18.40,65,910.5,23.15,37.980,2.57,0.00,0.000,5,4084,0,#####,#####,#####,0.00,#####,63.19,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-1,1,#####,1,#####,19,0.00,31.00,-2,29,#####,0.00,#####,27.50,88888,2,5,23,23,
229,229,22/02/2021 22:03:57:82,735,724,3986,2,2,17,19.3,34.66,0.00,0.00,17,17.19,65,910.5,23.15,38.050,2.63,0.00,0.000,5,4084,0,#####,#####,#####,0.00,#####,63.19,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-1,1,#####,1,#####,19,0.00,31.00,-2,29,#####,0.00,#####,27.50,88888,2,5,23,23,
230,230,22/02/2021 22:03:57:182,741,729,3986,2,2,17,17.4,34.34,0.00,0.00,0,15.89,65,910.5,23.15,38.060,2.62,0.00,0.000,5,4155,0,#####,#####,#####,0.00,#####,62.02,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-1,1,#####,1,#####,19,0.00,31.00,-3,29,#####,0.00,#####,29.00,88888,2,5,23,23,
231,231,22/02/2021 22:03:57:282,728,734,4162,2,2,0,15.8,33.54,0.00,0.00,0,14.59,65,910.5,23.15,38.060,2.58,0.00,0.000,5,4155,0,#####,#####,#####,0.00,#####,62.02,#####,#####,#####,#####,14,#####,#####,35.000,56.00,0.00,2,83.000,7979.0,-1,1,#####,1,#####,19,0.00,31.00,-3,29,#####,0.00,#####,29.00,88888,2,5,24,24,
232,232,22/02/2021 22:03:57:382,713,735,4162,2,2,0,14.1,33.27,0.00,0.00,0,13.15,65,910.5,23.15,38.060,2.56,0.00,0.000,5,4224,0,#####,#####,#####,0.00,#####,57.70,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,82.000,7979.0,-1,1,#####,1,#####,17,0.00,31.00,-7,27,#####,0.00,#####,33.00,88888,2,5,24,24,
233,233,22/02/2021 22:03:57:482,698,725,4162,2,2,0,12.3,33.29,0.00,0.00,0,11.56,65,910.5,23.15,38.060,2.53,0.00,0.000,5,4224,0,#####,#####,#####,0.00,#####,57.70,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,82.000,7979.0,-1,1,#####,1,#####,17,0.00,31.00,-7,27,#####,0.00,#####,33.00,88888,2,5,24,24,
234,234,22/02/2021 22:03:57:582,683,709,4162,2,2,0,10.6,32.61,0.00,0.00,0,9.93,65,910.5,23.15,38.060,2.42,0.00,0.000,5,4181,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,81.000,7979.0,-2,1,#####,1,#####,15,0.00,31.00,-5,25,#####,0.00,#####,36.50,88888,2,5,24,24,
235,235,22/02/2021 22:03:57:682,668,693,4162,2,2,0,8.8,31.44,0.00,0.00,0,8.27,65,910.5,23.15,38.060,2.28,0.00,0.000,5,4181,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,81.000,7979.0,-2,1,#####,1,#####,15,0.00,31.00,-5,25,#####,0.00,#####,36.50,88888,2,5,24,24,
236,236,22/02/2021 22:03:57:782,654,678,4051,2,2,0,7.0,30.21,0.00,0.00,0,6.60,65,910.5,23.15,38.060,2.14,0.00,0.000,5,4009,0,#####,#####,#####,0.00,#####,49.06,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,79.000,7979.0,-2,1,#####,1,#####,13,0.00,31.00,-9,23,#####,0.00,#####,39.50,88888,2,5,24,24,
237,237,22/02/2021 22:03:57:882,639,663,4051,2,2,0,5.3,28.22,0.00,0.00,0,4.96,65,910.5,23.15,38.060,1.96,0.00,0.000,5,4009,0,#####,#####,#####,0.00,#####,49.06,#####,#####,#####,#####,14,#####,#####,34.000,56.00,0.00,2,79.000,7979.0,-2,1,#####,1,#####,13,0.00,31.00,-9,23,#####,0.00,#####,39.50,88888,2,5,24,24,
