Recorder Data Information,Test Reference Number,22_02_21_ETC_TB10_6,Source Frequency,10 Hz,
,Recorder Name,Legislative_Recorder,Destination Frequency,10 Hz,

Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX,
Count= 677,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--,
337,337,22/02/2021 22:04:07:881,479,468,3752,1,1,22,27.9,30.15,0.00,0.00,22,18.37,65,910.5,23.18,38.220,1.48,0.00,0.000,5,4070,0,#####,#####,#####,0.00,#####,49.46,#####,#####,#####,#####,14,#####,#####,35.000,57.00,0.00,2,80.000,7979.0,-2,1,#####,1,#####,13,0.00,31.00,4,23,#####,0.00,#####,38.00,88888,1,5,34,34,
338,338,22/02/2021 22:04:07:981,487,476,3752,1,1,22,25.8,32.46,0.00,0.00,22,17.68,65,910.5,23.18,38.220,1.62,0.00,0.000,5,4214,0,#####,#####,#####,0.00,#####,52.60,#####,#####,#####,#####,14,#####,#####,35.000,57.00,0.00,2,81.000,7979.0,-2,1,#####,1,#####,15,0.00,31.00,-1,25,#####,0.00,#####,35.00,88888,1,5,34,34,
339,339,22/02/2021 22:04:08:81,496,483,4219,1,1,22,23.7,35.02,0.00,0.00,22,16.65,65,910.5,23.18,38.300,1.77,0.00,0.000,5,4214,0,#####,#####,#####,0.00,#####,52.60,#####,#####,#####,#####,14,#####,#####,35.000,57.00,0.00,2,81.000,7979.0,-2,1,#####,1,#####,15,0.00,31.00,-1,25,#####,0.00,#####,35.00,88888,1,5,34,34,
340,340,22/02/2021 22:04:08:181,504,491,4219,1,1,22,21.5,36.92,0.00,0.00,0,15.39,65,910.5,23.18,38.320,1.90,0.00,0.000,5,4357,0,#####,#####,#####,0.00,#####,53.38,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,81.000,7979.0,-1,1,#####,1,#####,16,0.00,31.00,2,26,#####,0.00,#####,36.00,88888,1,5,34,34,
341,341,22/02/2021 22:04:08:281,500,499,4219,1,1,0,19.6,38.00,0.00,0.00,0,13.94,65,910.5,23.18,38.320,1.99,0.00,0.000,5,4357,0,#####,#####,#####,0.00,#####,53.38,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,81.000,7979.0,-1,1,#####,1,#####,16,0.00,31.00,2,26,#####,0.00,#####,36.00,88888,1,5,35,35,
342,342,22/02/2021 22:04:08:381,494,503,4219,1,1,0,17.4,39.03,0.00,0.00,0,12.24,65,910.5,23.18,38.320,2.06,0.00,0.000,5,4498,0,#####,#####,#####,0.00,#####,52.60,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,81.000,7979.0,-1,1,#####,1,#####,16,0.00,31.00,1,26,#####,0.00,#####,39.00,88888,1,5,35,35,
343,343,22/02/2021 22:04:08:481,489,500,4219,1,1,0,15.2,40.67,0.00,0.00,0,10.24,65,910.5,23.18,38.320,2.13,0.00,0.000,5,4498,0,#####,#####,#####,0.00,#####,52.60,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,81.000,7979.0,-1,1,#####,1,#####,16,0.00,31.00,1,26,#####,0.00,#####,39.00,88888,1,5,35,35,
344,344,22/02/2021 22:04:08:581,484,493,4491,1,1,0,13.1,40.54,0.00,0.00,0,8.15,65,910.5,23.18,38.350,2.09,0.00,0.000,5,4528,0,#####,#####,#####,0.00,#####,48.28,#####,#####,#####,#####,15,#####,#####,36.000,57.00,0.00,2,80.000,7979.0,-2,1,#####,1,#####,14,0.00,31.00,-3,24,#####,0.00,#####,41.00,88888,1,5,35,35,
345,345,22/02/2021 22:04:08:681,479,486,4491,1,1,0,10.9,39.65,0.00,0.00,0,6.04,65,910.5,23.18,38.350,2.02,0.00,0.000,5,4528,0,#####,#####,#####,0.00,#####,48.28,#####,#####,#####,#####,15,#####,#####,36.000,57.00,0.00,2,80.000,7979.0,-2,1,#####,1,#####,14,0.00,31.00,-3,24,#####,0.00,#####,41.00,88888,1,5,35,35,
346,346,22/02/2021 22:04:08:781,474,479,4491,1,1,0,8.7,38.12,0.00,0.00,0,3.91,65,910.5,23.18,38.370,1.91,0.00,0.000,5,4399,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,76.000,7979.0,-2,1,#####,1,#####,12,0.00,31.00,-5,22,#####,0.00,#####,46.50,88888,1,5,35,35,
347,347,22/02/2021 22:04:08:881,469,473,4491,1,1,0,6.5,33.67,0.00,0.00,0,2.02,65,910.5,23.18,38.370,1.67,0.00,0.000,5,4399,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,76.000,7979.0,-2,1,#####,1,#####,12,0.00,31.00,-5,22,#####,0.00,#####,46.50,88888,1,5,35,35,
348,348,22/02/2021 22:04:08:981,463,464,4491,1,1,0,4.4,28.25,0.00,0.00,0,0.43,65,910.5,23.18,38.370,1.37,0.00,0.000,5,4278,0,#####,#####,#####,0.00,#####,33.36,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,71.000,7979.0,-3,1,#####,1,#####,8,0.00,31.00,-9,18,#####,0.00,#####,45.00,88888,1,5,35,35,
349,349,22/02/2021 22:04:09:81,458,457,4224,1,1,0,2.2,22.87,0.00,0.00,0,0.00,65,910.5,23.19,38.410,1.09,0.00,0.000,5,4278,0,#####,#####,#####,0.00,#####,33.36,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,2,71.000,7979.0,-3,1,#####,1,#####,8,0.00,31.00,-9,18,#####,0.00,#####,45.00,88888,1,5,35,35,
350,350,22/02/2021 22:04:09:181,453,453,4224,1,1,0,0.0,18.13,0.00,0.00,0,0.00,65,910.5,23.19,38.390,0.86,0.00,0.000,5,4132,0,#####,#####,#####,0.00,#####,23.16,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,4,64.000,7979.0,-5,1,#####,1,#####,4,0.00,31.00,-5,14,#####,0.00,#####,43.50,88888,1,5,35,35,
351,351,22/02/2021 22:04:09:281,445,449,4224,1,1,0,0.0,13.12,0.00,0.00,0,0.00,65,910.5,23.19,38.390,0.62,0.00,0.000,5,4132,0,#####,#####,#####,0.00,#####,23.16,#####,#####,#####,#####,14,#####,#####,36.000,57.00,0.00,4,64.000,7979.0,-5,1,#####,1,#####,4,0.00,31.00,-5,14,#####,0.00,#####,43.50,88888,1,5,36,36,
352,352,22/02/2021 22:04:09:381,436,434,4224,1,1,0,0.0,0.87,0.00,0.00,0,0.44,65,910.5,23.19,38.390,0.04,0.00,0.000,5,3961,0,#####,#####,#####,0.00,#####,18.45,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,53.000,7979.0,-9,1,#####,1,#####,1,0.00,31.00,0,11,#####,0.00,#####,33.00,88888,1,5,36,36,
353,353,22/02/2021 22:04:09:481,427,429,4224,1,1,0,0.0,-7.85,0.00,0.00,0,1.50,65,910.5,23.19,38.400,-0.35,0.00,0.000,5,3961,0,#####,#####,#####,0.00,#####,18.45,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,53.000,7979.0,-9,1,#####,1,#####,1,0.00,31.00,0,11,#####,0.00,#####,33.00,88888,1,5,36,36,
354,354,22/02/2021 22:04:09:581,418,426,3853,1,1,0,0.0,-11.78,0.00,0.00,0,2.50,65,910.5,23.19,38.390,-0.53,0.00,0.000,5,3905,0,#####,#####,#####,0.00,#####,17.66,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,49.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,11.00,88888,0,5,36,36,
355,355,22/02/2021 22:04:09:681,409,420,3853,1,1,0,0.0,-15.30,0.00,0.00,0,3.76,65,910.5,23.19,38.390,-0.67,0.00,0.000,5,3905,0,#####,#####,#####,0.00,#####,17.66,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,49.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,11.00,88888,1,5,36,36,
356,356,22/02/2021 22:04:09:781,400,412,3853,1,1,0,0.0,-18.27,0.00,0.00,0,5.19,65,910.5,23.19,38.380,-0.79,0.00,0.000,5,3816,0,#####,#####,#####,0.00,#####,18.45,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,49.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,9.50,88888,1,5,36,36,
357,357,22/02/2021 22:04:09:881,390,404,3853,1,1,0,0.0,-19.96,0.00,0.00,0,6.70,65,910.5,23.19,38.380,-0.84,0.00,0.000,5,3816,0,#####,#####,#####,0.00,#####,18.45,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,49.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,9.50,88888,1,5,36,36,
358,358,22/02/2021 22:04:09:981,381,398,3853,1,1,0,0.0,-20.60,0.00,0.00,0,8.20,65,910.5,23.19,38.380,-0.86,0.00,0.000,5,3705,0,#####,#####,#####,0.00,#####,24.34,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,57.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,8.00,88888,1,5,36,36,
359,359,22/02/2021 22:04:10:81,372,394,3687,1,1,0,0.0,-17.34,0.00,0.00,0,9.26,65,910.5,23.19,38.400,-0.72,0.00,0.000,5,3705,0,#####,#####,#####,0.00,#####,24.34,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,57.000,7979.0,-13,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,8.00,88888,1,5,36,36,
360,360,22/02/2021 22:04:10:181,363,388,3687,1,1,0,0.0,-10.68,0.00,0.00,0,9.78,65,910.5,23.19,38.410,-0.43,0.00,0.000,5,3705,0,#####,#####,#####,0.00,#####,32.58,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,65.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,0,12,#####,0.00,#####,37.50,88888,0,5,36,36,
361,361,22/02/2021 22:04:10:281,358,386,3687,1,1,0,0.0,2.27,0.00,0.00,0,9.31,65,910.5,23.19,38.410,0.09,0.00,0.000,5,3705,0,#####,#####,#####,0.00,#####,32.58,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,65.000,7979.0,-9,1,#####,1,#####,2,0.00,31.00,0,12,#####,0.00,#####,37.50,88888,1,5,37,37,
362,362,22/02/2021 22:04:10:381,353,374,3687,1,1,0,0.0,7.88,0.00,0.00,0,8.66,65,910.5,23.19,38.410,0.31,0.00,0.000,5,3756,0,#####,#####,#####,0.00,#####,40.03,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,72.000,7979.0,-5,1,#####,1,#####,5,0.00,31.00,0,15,#####,0.00,#####,31.50,88888,1,5,37,37,
363,363,22/02/2021 22:04:10:481,347,365,3687,1,1,0,0.0,12.50,0.00,0.00,0,8.20,65,910.5,23.19,38.390,0.48,0.00,0.000,5,3756,0,#####,#####,#####,0.00,#####,40.03,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,72.000,7979.0,-5,1,#####,1,#####,5,0.00,31.00,0,15,#####,0.00,#####,31.50,88888,0,5,37,37,
364,364,22/02/2021 22:04:10:581,342,357,3380,1,1,0,0.0,18.04,0.00,0.00,0,7.67,65,910.5,23.19,38.390,0.67,0.00,0.000,5,3312,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,74.000,7979.0,-5,1,#####,1,#####,7,0.00,31.00,0,17,#####,0.00,#####,30.50,88888,0,5,37,37,
365,365,22/02/2021 22:04:10:681,336,350,3380,1,1,0,0.0,22.44,0.00,0.00,0,7.19,65,910.5,23.19,38.370,0.82,0.00,0.000,5,3312,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,74.000,7979.0,-5,1,#####,1,#####,7,0.00,31.00,0,17,#####,0.00,#####,30.50,88888,0,5,37,37,
366,366,22/02/2021 22:04:10:781,331,343,3380,1,1,0,0.0,24.35,0.00,0.00,0,6.82,65,910.5,23.19,38.340,0.87,0.00,0.000,5,3187,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,75.000,7979.0,-5,1,#####,1,#####,7,0.00,31.00,0,16,#####,0.00,#####,29.00,88888,1,5,37,37,
367,367,22/02/2021 22:04:10:881,325,337,3380,1,1,0,0.0,25.90,0.00,0.00,0,6.51,65,910.5,23.19,38.340,0.91,0.00,0.000,5,3187,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,75.000,7979.0,-5,1,#####,1,#####,7,0.00,31.00,0,16,#####,0.00,#####,29.00,88888,0,5,37,37,
368,368,22/02/2021 22:04:10:981,320,331,3380,1,1,0,0.0,27.27,0.00,0.00,0,6.22,65,910.5,23.19,38.340,0.95,0.00,0.000,5,3058,0,#####,#####,#####,0.00,#####,43.18,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,74.000,7979.0,-5,1,#####,1,#####,6,0.00,31.00,0,16,#####,0.00,#####,27.50,88888,0,5,37,37,
369,369,22/02/2021 22:04:11:81,315,324,3380,1,1,0,0.0,27.77,0.00,0.00,0,5.97,65,910.5,23.19,38.310,0.94,0.00,0.000,5,3058,0,#####,#####,#####,0.00,#####,43.18,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,4,74.000,7979.0,-5,1,#####,1,#####,6,0.00,31.00,0,16,#####,0.00,#####,27.50,88888,0,5,37,37,
370,370,22/02/2021 22:04:11:181,309,318,3004,1,1,0,0.0,27.91,0.00,0.00,0,5.76,65,910.5,23.19,38.290,0.93,0.00,0.000,5,2944,0,#####,#####,#####,0.00,#####,42.00,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,73.000,7979.0,-6,1,#####,1,#####,5,0.00,31.00,-2,16,#####,0.00,#####,27.00,88888,0,5,37,37,
371,371,22/02/2021 22:04:11:281,305,312,3004,1,1,0,0.0,27.35,0.00,0.00,0,5.61,65,910.5,23.19,38.290,0.89,0.00,0.000,5,2944,0,#####,#####,#####,0.00,#####,42.00,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,73.000,7979.0,-6,1,#####,1,#####,5,0.00,31.00,-2,16,#####,0.00,#####,27.00,88888,1,5,38,38,
372,372,22/02/2021 22:04:11:381,300,306,3004,1,1,0,0.0,25.77,0.00,0.00,0,5.53,65,910.5,23.19,38.290,0.83,0.00,0.000,5,2826,0,#####,#####,#####,0.00,#####,40.82,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,72.000,7979.0,-6,1,#####,1,#####,5,0.00,31.00,-5,15,#####,0.00,#####,26.00,88888,1,5,38,38,
373,373,22/02/2021 22:04:11:481,296,301,3004,1,1,0,0.0,23.95,0.00,0.00,0,5.52,65,910.5,23.19,38.250,0.75,0.00,0.000,5,2826,0,#####,#####,#####,0.00,#####,40.82,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,72.000,7979.0,-6,1,#####,1,#####,5,0.00,31.00,-5,15,#####,0.00,#####,26.00,88888,0,5,38,38,
374,374,22/02/2021 22:04:11:581,291,297,3004,1,1,0,0.0,23.21,0.00,0.00,0,5.41,65,910.5,23.19,38.250,0.72,0.00,0.000,5,2734,0,#####,#####,#####,0.00,#####,40.43,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-7,1,#####,1,#####,4,0.00,31.00,-1,15,#####,0.00,#####,25.50,88888,0,5,38,38,
375,375,22/02/2021 22:04:11:681,287,293,2726,1,1,0,0.0,22.12,0.00,0.00,0,5.34,65,910.5,23.19,38.230,0.68,0.00,0.000,5,2734,0,#####,#####,#####,0.00,#####,40.43,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-7,1,#####,1,#####,4,0.00,31.00,-1,15,#####,0.00,#####,25.50,88888,0,5,38,38,
376,376,22/02/2021 22:04:11:781,282,289,2726,1,1,0,0.0,21.67,0.00,0.00,0,5.22,65,910.5,23.19,38.230,0.66,0.00,0.000,5,2649,0,#####,#####,#####,0.00,#####,40.82,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-8,1,#####,1,#####,4,0.00,31.00,2,14,#####,0.00,#####,24.50,88888,1,5,38,38,
377,377,22/02/2021 22:04:11:881,278,286,2726,1,1,0,0.0,22.26,0.00,0.00,0,5.01,65,910.5,23.19,38.200,0.67,0.00,0.000,5,2649,0,#####,#####,#####,0.00,#####,40.82,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-8,1,#####,1,#####,4,0.00,31.00,2,14,#####,0.00,#####,24.50,88888,1,5,38,38,
378,378,22/02/2021 22:04:11:981,273,282,2726,1,1,0,0.0,23.06,0.00,0.00,0,4.79,65,910.5,23.19,38.200,0.68,0.00,0.000,5,2597,0,#####,#####,#####,0.00,#####,41.21,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-8,1,#####,1,#####,4,0.00,31.00,4,14,#####,0.00,#####,24.00,88888,1,5,38,38,
379,379,22/02/2021 22:04:12:81,269,277,2726,1,1,0,0.0,23.45,0.00,0.00,0,4.59,65,910.5,23.19,38.270,0.68,0.00,0.000,5,2597,0,#####,#####,#####,0.00,#####,41.21,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-8,1,#####,1,#####,4,0.00,31.00,4,14,#####,0.00,#####,24.00,88888,1,5,38,38,
380,380,22/02/2021 22:04:12:181,264,272,2536,1,1,0,0.0,23.81,0.00,0.00,21,4.39,64,910.5,23.19,38.270,0.68,0.00,0.000,5,2509,0,#####,#####,#####,0.00,#####,42.00,#####,#####,#####,#####,15,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-8,1,#####,1,#####,4,0.00,31.00,6,14,#####,0.00,#####,24.00,88888,0,5,38,38,
381,381,22/02/2021 22:04:12:281,272,267,2536,1,1,21,1.9,23.53,0.00,0.00,21,4.41,64,910.5,23.19,38.280,0.66,0.00,0.000,5,2509,0,#####,#####,#####,0.00,#####,42.00,#####,#####,#####,#####,15,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-8,1,#####,1,#####,4,0.00,31.00,6,14,#####,0.00,#####,24.00,88888,1,5,39,39,
382,382,22/02/2021 22:04:12:381,280,265,2536,1,1,21,4.1,22.78,0.00,0.00,21,4.50,64,910.5,23.19,38.280,0.63,0.00,0.000,5,2430,0,#####,#####,#####,0.00,#####,41.60,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-9,1,#####,1,#####,4,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,1,5,39,39,
383,383,22/02/2021 22:04:12:481,289,270,2536,1,1,21,6.2,20.92,0.00,0.00,21,4.70,64,910.5,23.19,38.250,0.59,0.00,0.000,5,2430,0,#####,#####,#####,0.00,#####,41.60,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,71.000,7979.0,-9,1,#####,1,#####,4,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,1,5,39,39,
384,384,22/02/2021 22:04:12:581,297,278,2536,1,1,21,8.4,18.92,0.00,0.00,21,4.94,64,910.5,23.19,38.250,0.55,0.00,0.000,5,2400,0,#####,#####,#####,0.00,#####,39.64,#####,#####,#####,#####,15,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-9,1,#####,1,#####,3,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,1,5,39,39,
385,385,22/02/2021 22:04:12:681,306,287,2470,1,1,21,10.5,17.20,0.00,0.00,21,5.21,64,910.5,23.19,38.240,0.52,0.00,0.000,5,2400,0,#####,#####,#####,0.00,#####,39.64,#####,#####,#####,#####,15,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-9,1,#####,1,#####,3,0.00,31.00,5,13,#####,0.00,#####,24.00,88888,1,5,39,39,
386,386,22/02/2021 22:04:12:781,314,296,2470,1,1,21,12.7,15.96,0.00,0.00,21,5.45,64,910.5,23.19,38.240,0.49,0.00,0.000,5,2577,0,#####,#####,#####,0.00,#####,38.47,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,68.000,7979.0,-9,1,#####,1,#####,3,0.00,31.00,7,13,#####,0.00,#####,24.50,88888,1,5,39,39,
387,387,22/02/2021 22:04:12:881,323,305,2470,1,1,21,14.8,14.72,0.00,0.00,21,5.71,64,910.5,23.19,38.240,0.47,0.00,0.000,5,2577,0,#####,#####,#####,0.00,#####,38.47,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,68.000,7979.0,-9,1,#####,1,#####,3,0.00,31.00,7,13,#####,0.00,#####,24.50,88888,1,5,39,39,
388,388,22/02/2021 22:04:12:981,331,314,2470,1,1,21,16.9,13.92,0.00,0.00,21,5.96,64,910.5,23.19,38.290,0.46,0.00,0.000,5,2729,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,67.000,7979.0,-8,1,#####,1,#####,3,0.00,31.00,2,13,#####,0.00,#####,27.00,88888,1,5,39,39,
389,389,22/02/2021 22:04:13:81,340,323,2470,1,1,21,19.1,13.08,0.00,0.00,21,6.24,64,910.5,23.19,38.280,0.44,0.00,0.000,5,2729,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,67.000,7979.0,-8,1,#####,1,#####,3,0.00,31.00,2,13,#####,0.00,#####,27.00,88888,1,5,39,39,
390,390,22/02/2021 22:04:13:181,348,331,2866,1,1,21,21.2,11.83,0.00,0.00,8,6.57,64,910.5,23.19,38.280,0.41,0.00,0.000,5,2907,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,66.000,7979.0,-7,1,#####,1,#####,3,0.00,31.00,4,13,#####,0.00,#####,28.50,88888,1,5,39,39,
391,391,22/02/2021 22:04:13:281,350,341,2866,1,1,8,20.0,11.79,0.00,0.00,8,6.54,64,910.5,23.19,38.310,0.42,0.00,0.000,5,2907,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,66.000,7979.0,-7,1,#####,1,#####,3,0.00,31.00,4,13,#####,0.00,#####,28.50,88888,1,5,40,40,
392,392,22/02/2021 22:04:13:381,353,348,2866,1,1,8,18.6,12.25,0.00,0.00,8,6.45,64,910.5,23.19,38.310,0.45,0.00,0.000,5,3064,0,#####,#####,#####,0.00,#####,37.29,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,68.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,3,14,#####,0.00,#####,30.50,88888,1,5,40,40,
393,393,22/02/2021 22:04:13:481,355,352,2866,1,1,8,17.2,13.28,0.00,0.00,8,6.28,64,910.5,23.19,38.310,0.49,0.00,0.000,5,3064,0,#####,#####,#####,0.00,#####,37.29,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,68.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,3,14,#####,0.00,#####,30.50,88888,1,5,40,40,
394,394,22/02/2021 22:04:13:581,358,355,2866,1,1,8,15.8,13.97,0.00,0.00,8,6.13,64,910.5,23.19,38.340,0.52,0.00,0.000,5,3213,0,#####,#####,#####,0.00,#####,37.68,#####,#####,#####,#####,15,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,2,14,#####,0.00,#####,32.00,88888,1,5,40,40,
395,395,22/02/2021 22:04:13:681,360,356,3188,1,1,8,14.5,14.33,0.00,0.00,8,6.00,64,910.5,23.19,38.320,0.53,0.00,0.000,5,3213,0,#####,#####,#####,0.00,#####,37.68,#####,#####,#####,#####,15,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,2,14,#####,0.00,#####,32.00,88888,1,5,40,40,
396,396,22/02/2021 22:04:13:781,362,358,3188,1,1,8,13.1,14.35,0.00,0.00,8,5.88,64,910.5,23.19,38.320,0.54,0.00,0.000,5,3246,0,#####,#####,#####,0.00,#####,37.68,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,4,14,#####,0.00,#####,33.00,88888,1,5,40,40,
397,397,22/02/2021 22:04:13:881,365,360,3188,1,1,8,11.7,14.41,0.00,0.00,8,5.75,64,910.5,23.19,38.320,0.54,0.00,0.000,5,3246,0,#####,#####,#####,0.00,#####,37.68,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,4,14,#####,0.00,#####,33.00,88888,1,5,40,40,
398,398,22/02/2021 22:04:13:981,367,364,3188,1,1,8,10.3,15.00,0.00,0.00,8,5.56,64,910.5,23.19,38.270,0.57,0.00,0.000,5,3246,0,#####,#####,#####,0.00,#####,37.29,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,4,15,#####,0.00,#####,33.50,88888,1,5,40,40,
399,399,22/02/2021 22:04:14:81,370,365,3188,1,1,8,8.9,15.48,0.00,0.00,8,5.36,64,910.5,23.19,38.240,0.59,0.00,0.000,5,3246,0,#####,#####,#####,0.00,#####,37.29,#####,#####,#####,#####,14,#####,#####,36.000,58.00,0.00,2,69.000,7979.0,-6,1,#####,1,#####,4,0.00,31.00,4,15,#####,0.00,#####,33.50,88888,1,5,40,40,
