Recorder Data Information,Test Reference Number,22_02_21_ETC_TB10_5,Source Frequency,10 Hz,
,Recorder Name,Legislative_Recorder,Destination Frequency,10 Hz,

Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX,
Count= 4729,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--,
1357,1357,22/02/2021 21:33:24:00,919,914,4350,3,3,12,8.3,-3.42,0.00,0.00,12,9.69,64,910.3,23.00,47.180,-0.33,0.00,0.000,5,3793,0,#####,#####,#####,0.00,#####,32.97,#####,#####,#####,#####,15,#####,#####,39.000,83.00,0.00,4,61.000,7970.0,-8,1,#####,1,#####,3,0.00,31.00,0,13,#####,0.00,#####,39.00,88888,2,5,136,136,
1358,1358,22/02/2021 21:33:24:105,923,920,3850,3,3,12,9.5,0.33,0.00,0.00,12,10.28,64,910.3,23.00,47.220,0.03,0.00,0.000,5,3896,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,15,#####,#####,39.000,83.00,0.00,4,71.000,7970.0,-6,1,#####,1,#####,5,0.00,31.00,0,15,#####,0.00,#####,39.00,88888,3,5,136,136,
1359,1359,22/02/2021 21:33:24:205,927,922,3850,3,3,12,10.7,3.08,0.00,0.00,12,10.79,64,910.3,23.00,47.220,0.30,0.00,0.000,5,3896,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,15,#####,#####,39.000,83.00,0.00,4,71.000,7970.0,-6,1,#####,1,#####,5,0.00,31.00,0,15,#####,0.00,#####,39.00,88888,3,5,136,136,
1360,1360,22/02/2021 21:33:24:305,930,926,3850,3,3,12,11.9,4.52,0.00,0.00,25,11.29,64,910.3,23.00,47.240,0.44,0.00,0.000,5,3834,0,#####,#####,#####,0.00,#####,39.64,#####,#####,#####,#####,15,#####,#####,39.000,83.00,0.00,4,73.000,7970.0,-5,1,#####,1,#####,7,0.00,31.00,0,17,#####,0.00,#####,39.00,88888,3,5,136,137,
1361,1361,22/02/2021 21:33:24:405,939,929,3850,3,3,25,13.2,5.87,0.00,0.00,25,11.80,64,910.3,23.00,47.240,0.57,0.00,0.000,5,3834,0,#####,#####,#####,0.00,#####,39.64,#####,#####,#####,#####,15,#####,#####,39.000,83.00,0.00,4,73.000,7970.0,-5,1,#####,1,#####,7,0.00,31.00,0,17,#####,0.00,#####,39.00,88888,3,5,137,137,
1362,1362,22/02/2021 21:33:24:505,948,934,3850,3,3,25,14.5,7.47,0.00,0.00,25,12.29,64,910.3,23.00,47.260,0.73,0.00,0.000,5,3850,0,#####,#####,#####,0.00,#####,41.21,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,4,75.000,7970.0,-5,1,#####,1,#####,8,0.00,31.00,0,18,#####,0.00,#####,39.50,88888,3,5,137,137,
1363,1363,22/02/2021 21:33:24:605,958,942,3844,3,3,25,15.9,8.93,0.00,0.00,25,12.81,64,910.3,23.00,47.260,0.88,0.00,0.000,5,3850,0,#####,#####,#####,0.00,#####,41.21,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,4,75.000,7970.0,-5,1,#####,1,#####,8,0.00,31.00,0,18,#####,0.00,#####,39.50,88888,3,5,137,137,
1364,1364,22/02/2021 21:33:24:705,967,951,3844,3,3,25,17.3,9.72,0.00,0.00,25,13.36,64,910.3,23.00,47.280,0.97,0.00,0.000,5,3927,0,#####,#####,#####,0.00,#####,42.78,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,4,76.000,7970.0,-5,1,#####,1,#####,9,0.00,31.00,0,19,#####,0.00,#####,42.00,88888,3,5,137,137,
1365,1365,22/02/2021 21:33:24:805,976,960,3844,3,3,25,18.6,10.29,0.00,0.00,25,13.99,64,910.3,23.00,47.280,1.03,0.00,0.000,5,3927,0,#####,#####,#####,0.00,#####,42.78,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,4,76.000,7970.0,-5,1,#####,1,#####,9,0.00,31.00,0,19,#####,0.00,#####,42.00,88888,3,5,137,137,
1366,1366,22/02/2021 21:33:24:905,986,969,3844,3,3,25,20.0,11.22,0.00,0.00,25,14.64,64,910.3,23.00,47.290,1.14,0.00,0.000,5,4001,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,77.000,7970.0,-4,1,#####,1,#####,10,0.00,31.00,0,20,#####,0.00,#####,42.50,88888,3,5,137,137,
1367,1367,22/02/2021 21:33:25:00,995,979,3844,3,3,25,21.3,12.08,0.00,0.00,25,15.34,64,910.3,23.00,47.290,1.24,0.00,0.000,5,4001,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,77.000,7970.0,-4,1,#####,1,#####,10,0.00,31.00,0,20,#####,0.00,#####,42.50,88888,3,5,137,137,
1368,1368,22/02/2021 21:33:25:105,1005,988,4014,3,3,25,22.7,12.62,0.00,0.00,25,16.09,64,910.3,23.00,47.290,1.31,0.00,0.000,5,4087,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,78.000,7970.0,-4,1,#####,1,#####,11,0.00,31.00,0,21,#####,0.00,#####,42.00,88888,3,5,137,137,
1369,1369,22/02/2021 21:33:25:204,1014,998,4014,3,3,25,24.1,13.16,0.00,0.00,25,16.90,64,910.3,23.00,47.290,1.38,0.00,0.000,5,4087,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,78.000,7970.0,-4,1,#####,1,#####,11,0.00,31.00,0,21,#####,0.00,#####,42.00,88888,3,5,137,137,
1370,1370,22/02/2021 21:33:25:305,1023,1007,4014,3,3,25,25.4,13.96,0.00,0.00,12,17.75,64,910.3,23.00,47.280,1.47,0.00,0.000,5,4161,0,#####,#####,#####,0.00,#####,47.49,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,79.000,7970.0,-3,1,#####,1,#####,12,0.00,31.00,3,23,#####,0.00,#####,39.50,88888,3,5,137,138,
1371,1371,22/02/2021 21:33:25:404,1026,1017,4014,3,3,12,24.2,14.92,0.00,0.00,12,18.34,64,910.3,23.00,47.280,1.59,0.00,0.000,5,4161,0,#####,#####,#####,0.00,#####,47.49,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,79.000,7970.0,-3,1,#####,1,#####,12,0.00,31.00,3,23,#####,0.00,#####,39.50,88888,3,5,138,138,
1372,1372,22/02/2021 21:33:25:504,1030,1024,4014,3,3,12,22.8,15.76,0.00,0.00,12,18.74,64,910.3,23.00,47.260,1.69,0.00,0.000,5,4239,0,#####,#####,#####,0.00,#####,51.03,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,81.000,7970.0,-2,1,#####,1,#####,14,0.00,31.00,7,24,#####,0.00,#####,37.50,88888,3,5,138,138,
1373,1373,22/02/2021 21:33:25:604,1033,1029,4201,3,3,12,21.4,16.76,0.00,0.00,12,18.96,64,910.3,23.00,47.260,1.81,0.00,0.000,5,4239,0,#####,#####,#####,0.00,#####,51.03,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,81.000,7970.0,-2,1,#####,1,#####,14,0.00,31.00,7,24,#####,0.00,#####,37.50,88888,3,5,138,138,
1374,1374,22/02/2021 21:33:25:704,1036,1032,4201,3,3,12,20.1,18.22,0.00,0.00,12,18.96,64,910.3,23.00,47.260,1.97,0.00,0.000,5,4262,0,#####,#####,#####,0.00,#####,52.60,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,15,0.00,31.00,4,26,#####,0.00,#####,35.00,88888,3,5,138,138,
1375,1375,22/02/2021 21:33:25:804,1040,1035,4201,3,3,12,18.7,19.46,0.00,0.00,12,18.80,64,910.3,23.00,47.300,2.11,0.00,0.000,5,4262,0,#####,#####,#####,0.00,#####,52.60,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,15,0.00,31.00,4,26,#####,0.00,#####,35.00,88888,3,5,138,138,
1376,1376,22/02/2021 21:33:25:904,1043,1038,4201,3,3,12,17.3,20.21,0.00,0.00,12,18.49,64,910.3,23.00,47.290,2.20,0.00,0.000,5,4291,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,16,0.00,31.00,1,26,#####,0.00,#####,34.50,88888,3,5,138,138,
1377,1377,22/02/2021 21:33:26:00,1046,1041,4201,3,3,12,15.9,20.75,0.00,0.00,12,18.06,64,910.3,23.00,47.290,2.26,0.00,0.000,5,4291,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,16,0.00,31.00,1,26,#####,0.00,#####,34.50,88888,3,5,138,138,
1378,1378,22/02/2021 21:33:26:104,1050,1044,4291,3,3,12,14.6,21.41,0.00,0.00,12,17.48,64,910.3,23.00,47.290,2.34,0.00,0.000,5,4314,0,#####,#####,#####,0.00,#####,54.56,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,16,0.00,31.00,5,27,#####,0.00,#####,34.50,88888,3,5,138,138,
1379,1379,22/02/2021 21:33:26:204,1053,1047,4291,3,3,12,13.2,21.98,0.00,0.00,12,16.77,64,910.3,23.00,47.260,2.41,0.00,0.000,5,4314,0,#####,#####,#####,0.00,#####,54.56,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,16,0.00,31.00,5,27,#####,0.00,#####,34.50,88888,3,5,138,138,
1380,1380,22/02/2021 21:33:26:304,1056,1050,4291,3,3,12,11.8,22.30,0.00,0.00,0,15.94,64,910.3,23.00,47.270,2.45,0.00,0.000,5,4339,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,82.000,7971.0,-2,1,#####,1,#####,16,0.00,31.00,2,26,#####,0.00,#####,36.50,88888,3,5,138,139,
1381,1381,22/02/2021 21:33:26:404,1050,1053,4291,3,3,0,10.8,22.46,0.00,0.00,0,15.05,64,910.3,23.00,47.270,2.48,0.00,0.000,5,4339,0,#####,#####,#####,0.00,#####,54.17,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,82.000,7971.0,-2,1,#####,1,#####,16,0.00,31.00,2,26,#####,0.00,#####,36.50,88888,3,5,139,139,
1382,1382,22/02/2021 21:33:26:504,1043,1053,4291,3,3,0,9.6,22.37,0.00,0.00,0,14.09,64,910.3,22.99,47.260,2.47,0.00,0.000,5,4357,0,#####,#####,#####,0.00,#####,51.42,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,15,0.00,31.00,3,25,#####,0.00,#####,39.00,88888,3,5,139,139,
1383,1383,22/02/2021 21:33:26:604,1036,1048,4336,3,3,0,8.4,22.28,0.00,0.00,0,13.04,64,910.3,22.99,47.260,2.45,0.00,0.000,5,4357,0,#####,#####,#####,0.00,#####,51.42,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,81.000,7971.0,-2,1,#####,1,#####,15,0.00,31.00,3,25,#####,0.00,#####,39.00,88888,3,5,139,139,
1384,1384,22/02/2021 21:33:26:704,1029,1041,4336,3,3,0,7.2,22.12,0.00,0.00,0,11.93,64,910.3,22.99,47.260,2.41,0.00,0.000,5,4293,0,#####,#####,#####,0.00,#####,49.06,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,79.000,7971.0,-2,1,#####,1,#####,13,0.00,31.00,3,24,#####,0.00,#####,41.00,88888,3,5,139,139,
1385,1385,22/02/2021 21:33:26:804,1022,1034,4336,3,3,0,6.0,21.74,0.00,0.00,0,10.76,64,910.3,23.00,47.260,2.35,0.00,0.000,5,4293,0,#####,#####,#####,0.00,#####,49.06,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,79.000,7971.0,-2,1,#####,1,#####,13,0.00,31.00,3,24,#####,0.00,#####,41.00,88888,3,5,139,139,
1386,1386,22/02/2021 21:33:26:904,1015,1026,4336,3,3,0,4.8,20.86,0.00,0.00,0,9.59,64,910.3,23.00,47.260,2.24,0.00,0.000,5,4224,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,77.000,7971.0,-3,1,#####,1,#####,12,0.00,31.00,-1,22,#####,0.00,#####,45.00,88888,3,5,139,139,
1387,1387,22/02/2021 21:33:27:00,1008,1019,4336,3,3,0,3.6,19.79,0.00,0.00,0,8.42,64,910.3,23.00,47.260,2.11,0.00,0.000,5,4224,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,77.000,7971.0,-3,1,#####,1,#####,12,0.00,31.00,-1,22,#####,0.00,#####,45.00,88888,3,5,139,139,
1388,1388,22/02/2021 21:33:27:104,1001,1012,4336,3,3,0,2.4,19.01,0.00,0.00,0,7.21,64,910.3,23.00,47.260,2.01,0.00,0.000,5,4170,0,#####,#####,#####,0.00,#####,38.86,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,75.000,7971.0,-4,1,#####,1,#####,9,0.00,31.00,2,20,#####,0.00,#####,44.00,88888,3,5,139,139,
1389,1389,22/02/2021 21:33:27:204,994,1004,4212,3,3,0,1.2,18.12,0.00,0.00,0,5.99,64,910.3,23.00,47.270,1.91,0.00,0.000,5,4170,0,#####,#####,#####,0.00,#####,38.86,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,75.000,7971.0,-4,1,#####,1,#####,9,0.00,31.00,2,20,#####,0.00,#####,44.00,88888,3,5,139,139,
1390,1390,22/02/2021 21:33:27:304,987,997,4212,3,3,5,0.1,16.48,0.00,0.00,37,4.88,64,910.3,23.00,47.270,1.72,0.00,0.000,4,4116,0,#####,#####,#####,0.00,#####,34.15,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,73.000,7971.0,-5,1,#####,1,#####,7,0.00,31.00,5,18,#####,0.00,#####,43.50,88888,3,5,139,140,
1391,1391,22/02/2021 21:33:27:404,989,990,4212,3,3,0,0.1,14.87,0.00,0.00,37,0.51,64,910.3,23.00,47.220,1.54,0.00,0.000,4,4116,0,#####,#####,#####,0.00,#####,34.15,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,73.000,7971.0,-5,1,#####,1,#####,7,0.00,31.00,5,18,#####,0.00,#####,43.50,88888,3,5,140,140,
1392,1392,22/02/2021 21:33:27:504,989,985,4212,3,3,0,0.1,13.39,0.00,0.00,37,0.00,64,910.3,23.00,47.220,1.38,0.00,0.000,4,4066,0,#####,#####,#####,0.00,#####,25.51,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,67.000,7971.0,-6,1,#####,1,#####,5,0.00,31.00,0,15,#####,0.00,#####,43.50,88888,3,5,140,140,
1393,1393,22/02/2021 21:33:27:604,989,983,4212,3,3,0,0.1,10.87,0.00,0.00,37,0.00,64,910.3,23.00,47.260,1.12,0.00,0.000,4,4066,0,#####,#####,#####,0.00,#####,25.51,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,67.000,7971.0,-6,1,#####,1,#####,5,0.00,31.00,0,15,#####,0.00,#####,43.50,88888,3,5,140,140,
1394,1394,22/02/2021 21:33:27:704,989,983,4109,3,3,0,0.1,8.21,0.00,0.00,37,0.00,64,910.3,23.00,47.260,0.85,0.00,0.000,4,4115,0,#####,#####,#####,0.00,#####,18.84,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,52.000,7971.0,-11,1,#####,1,#####,1,0.00,31.00,0,11,#####,0.00,#####,39.50,88888,3,5,140,140,
1395,1395,22/02/2021 21:33:27:804,989,985,4109,3,3,0,0.1,5.86,0.00,0.00,37,0.00,64,910.3,23.00,47.270,0.60,0.00,0.000,4,4115,0,#####,#####,#####,0.00,#####,18.84,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,52.000,7971.0,-11,1,#####,1,#####,1,0.00,31.00,0,11,#####,0.00,#####,39.50,88888,3,5,140,140,
1396,1396,22/02/2021 21:33:27:904,989,985,4109,3,3,0,0.1,4.42,0.00,0.00,37,0.00,64,910.3,23.00,47.270,0.46,0.00,0.000,4,3495,0,#####,#####,#####,0.00,#####,21.98,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,4,51.000,7971.0,-15,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,6.00,88888,3,5,140,140,
1397,1397,22/02/2021 21:33:28:00,989,984,4109,3,3,37,3.4,3.39,0.00,0.00,37,0.00,64,910.3,23.00,47.270,0.35,0.00,0.000,5,3495,0,#####,#####,#####,0.00,#####,21.98,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,4,51.000,7971.0,-15,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,6.00,88888,3,5,140,140,
1398,1398,22/02/2021 21:33:28:104,1035,982,4109,4,3,37,14.6,-0.05,0.00,0.00,37,1.72,64,910.3,23.00,47.270,-0.01,0.00,0.000,5,3229,0,#####,#####,#####,0.00,#####,20.80,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,48.000,7971.0,-16,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,6.00,88888,3,5,140,140,
1399,1399,22/02/2021 21:33:28:204,1082,996,3393,4,4,37,25.8,-2.88,0.00,0.00,37,4.39,64,910.3,23.00,47.350,-0.30,0.00,0.000,5,3229,0,#####,#####,#####,0.00,#####,20.80,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,48.000,7971.0,-16,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,6.00,88888,3,5,140,140,
1400,1400,22/02/2021 21:33:28:304,1128,1030,3393,4,4,37,36.9,-5.54,0.00,0.00,30,8.04,64,910.3,23.00,47.350,-0.60,0.00,0.000,5,3367,0,#####,#####,#####,0.00,#####,18.84,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,49.000,7971.0,-16,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,6.00,88888,4,5,140,141,
1401,1401,22/02/2021 21:33:28:404,1138,1071,3393,4,4,30,36.3,-6.86,0.00,0.00,30,11.17,64,910.3,23.00,47.370,-0.77,0.00,0.000,5,3367,0,#####,#####,#####,0.00,#####,18.84,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,49.000,7971.0,-16,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,6.00,88888,4,5,141,141,
1402,1402,22/02/2021 21:33:28:504,1149,1112,3393,4,4,30,35.6,-7.80,0.00,0.00,30,14.28,64,910.3,23.00,47.370,-0.91,0.00,0.000,5,3623,0,#####,#####,#####,0.00,#####,32.19,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,68.000,7971.0,-10,1,#####,1,#####,2,0.00,31.00,0,12,#####,0.00,#####,37.50,88888,4,5,141,141,
1403,1403,22/02/2021 21:33:28:604,1160,1143,3393,4,4,30,34.9,-5.96,0.00,0.00,30,17.10,64,910.3,23.00,47.390,-0.71,0.00,0.000,5,3623,0,#####,#####,#####,0.00,#####,32.19,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,68.000,7971.0,-10,1,#####,1,#####,2,0.00,31.00,0,12,#####,0.00,#####,37.50,88888,4,5,141,141,
1404,1404,22/02/2021 21:33:28:704,1171,1159,3660,4,4,30,34.2,-1.29,0.00,0.00,30,19.43,64,910.3,23.00,47.390,-0.16,0.00,0.000,5,3730,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,78.000,7971.0,-5,1,#####,1,#####,8,0.00,31.00,0,18,#####,0.00,#####,35.00,88888,4,5,141,141,
1405,1405,22/02/2021 21:33:28:804,1182,1170,3660,4,4,30,33.5,2.15,0.00,0.00,30,21.47,64,910.3,23.00,47.380,0.26,0.00,0.000,5,3730,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,78.000,7971.0,-5,1,#####,1,#####,8,0.00,31.00,0,18,#####,0.00,#####,35.00,88888,4,5,141,141,
1406,1406,22/02/2021 21:33:28:904,1193,1180,3660,4,4,30,32.8,4.84,0.00,0.00,30,23.32,64,910.3,23.00,47.380,0.60,0.00,0.000,5,3828,0,#####,#####,#####,0.00,#####,56.13,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,82.000,7971.0,-3,1,#####,1,#####,13,0.00,31.00,0,23,#####,0.00,#####,28.50,88888,4,5,141,141,
1407,1407,22/02/2021 21:33:29:00,1204,1190,3660,4,4,30,32.1,7.43,0.00,0.00,30,24.90,64,910.3,23.00,47.400,0.93,0.00,0.000,5,3828,0,#####,#####,#####,0.00,#####,56.13,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,82.000,7971.0,-3,1,#####,1,#####,13,0.00,31.00,0,23,#####,0.00,#####,28.50,88888,4,5,141,141,
1408,1408,22/02/2021 21:33:29:104,1215,1200,3660,4,4,30,31.4,11.03,0.00,0.00,30,26.16,64,910.3,23.00,47.400,1.39,0.00,0.000,5,3913,0,#####,#####,#####,0.00,#####,63.59,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,83.000,7971.0,-2,1,#####,1,#####,18,0.00,31.00,0,28,#####,0.00,#####,23.00,88888,4,5,141,141,
1409,1409,22/02/2021 21:33:29:204,1226,1211,3877,4,4,30,30.7,14.30,0.00,0.00,30,27.19,64,910.3,23.01,47.490,1.81,0.00,0.000,5,3913,0,#####,#####,#####,0.00,#####,63.59,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,83.000,7971.0,-2,1,#####,1,#####,18,0.00,31.00,0,28,#####,0.00,#####,23.00,88888,4,5,141,141,
1410,1410,22/02/2021 21:33:29:304,1236,1221,3877,4,4,30,30.0,16.19,0.00,0.00,26,28.04,64,910.3,23.01,47.490,2.07,0.00,0.000,5,3984,0,#####,#####,#####,0.00,#####,70.26,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,85.000,7971.0,-2,1,#####,1,#####,21,0.00,31.00,0,31,#####,0.00,#####,21.50,88888,4,5,141,142,
1411,1411,22/02/2021 21:33:29:404,1245,1231,3877,4,4,26,29.6,17.88,0.00,0.00,26,28.78,64,910.3,23.01,47.520,2.30,0.00,0.000,5,3984,0,#####,#####,#####,0.00,#####,70.26,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,4,85.000,7971.0,-2,1,#####,1,#####,21,0.00,31.00,0,31,#####,0.00,#####,21.50,88888,4,5,142,142,
1412,1412,22/02/2021 21:33:29:504,1254,1240,3877,4,4,26,29.3,19.89,0.00,0.00,26,29.35,64,910.3,23.01,47.520,2.58,0.00,0.000,5,4035,0,#####,#####,#####,0.00,#####,72.22,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,24,0.00,31.00,-5,34,#####,0.00,#####,21.00,88888,4,5,142,142,
1413,1413,22/02/2021 21:33:29:604,1263,1248,3877,4,4,26,28.9,21.67,0.00,0.00,26,29.79,64,910.3,23.01,47.520,2.83,0.00,0.000,5,4035,0,#####,#####,#####,0.00,#####,72.22,#####,#####,#####,#####,14,#####,#####,40.000,83.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,24,0.00,31.00,-5,34,#####,0.00,#####,21.00,88888,4,5,142,142,
1414,1414,22/02/2021 21:33:29:704,1272,1257,4039,4,4,26,28.5,22.42,0.00,0.00,26,30.17,64,910.3,23.01,47.570,2.95,0.00,0.000,5,4098,0,#####,#####,#####,0.00,#####,74.18,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,25,0.00,31.00,-2,36,#####,0.00,#####,20.00,88888,4,5,142,142,
1415,1415,22/02/2021 21:33:29:804,1281,1266,4039,4,4,26,28.2,23.14,0.00,0.00,26,30.47,64,910.3,23.01,47.580,3.07,0.00,0.000,5,4098,0,#####,#####,#####,0.00,#####,74.18,#####,#####,#####,#####,15,#####,#####,40.000,83.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,25,0.00,31.00,-2,36,#####,0.00,#####,20.00,88888,4,5,142,142,
1416,1416,22/02/2021 21:33:29:904,1290,1275,4039,4,4,26,27.8,24.15,0.00,0.00,26,30.68,64,910.3,23.01,47.580,3.22,0.00,0.000,5,4142,0,#####,#####,#####,0.00,#####,74.97,#####,#####,#####,#####,15,#####,#####,40.000,84.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,27,0.00,31.00,-2,37,#####,0.00,#####,20.00,88888,4,5,142,142,
1417,1417,22/02/2021 21:33:30:00,1299,1283,4039,4,4,26,27.5,24.94,0.00,0.00,26,30.81,64,910.3,23.01,47.560,3.35,0.00,0.000,5,4142,0,#####,#####,#####,0.00,#####,74.97,#####,#####,#####,#####,15,#####,#####,40.000,84.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,27,0.00,31.00,-2,37,#####,0.00,#####,20.00,88888,4,5,142,142,
1418,1418,22/02/2021 21:33:30:104,1308,1292,4039,4,4,26,27.1,25.15,0.00,0.00,26,30.92,64,910.3,23.01,47.560,3.40,0.00,0.000,5,4206,0,#####,#####,#####,0.00,#####,74.97,#####,#####,#####,#####,15,#####,#####,40.000,84.00,0.00,2,86.000,7971.0,-1,1,#####,1,#####,27,0.00,31.00,0,38,#####,0.00,#####,21.00,88888,4,5,142,142,
