Recorder Data Information,Test Reference Number,22_02_21_ETC_TB10_5,Source Frequency,10 Hz,
,Recorder Name,Legislative_Recorder,Destination Frequency,10 Hz,

Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX,
Count= 4729,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--,
10,10,22/02/2021 21:31:09:313,0,0,1639,0,0,2,1.7,0.40,0.00,0.00,27,0.11,65,910.3,22.57,46.280,0.00,0.00,0.000,5,1579,0,#####,#####,#####,0.00,#####,42.78,#####,#####,#####,#####,15,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-1,10,#####,0.00,#####,5.00,88888,0,5,1,2,
11,11,22/02/2021 21:31:09:413,10,0,1639,0,0,27,4.0,0.40,0.00,0.00,27,0.30,65,910.3,22.57,46.230,0.00,0.00,0.000,5,1624,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,5.00,88888,0,5,2,2,
12,12,22/02/2021 21:31:09:513,21,3,1594,0,1,27,6.6,0.39,0.00,0.00,27,0.51,65,910.3,22.57,46.230,0.00,0.00,0.000,5,1624,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,5.00,88888,0,5,2,2,
13,13,22/02/2021 21:31:09:613,33,11,1594,0,1,27,9.2,0.35,0.00,0.00,27,0.72,65,910.3,22.57,46.240,0.00,0.00,0.000,5,1598,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,64.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,5.00,88888,0,5,2,2,
14,14,22/02/2021 21:31:09:713,44,22,1594,0,1,27,11.7,0.31,0.00,0.00,27,0.93,65,910.3,22.57,46.240,0.00,0.00,0.000,5,1598,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,64.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,5.00,88888,0,5,2,2,
15,15,22/02/2021 21:31:09:813,55,33,1594,0,1,27,14.3,0.29,0.00,0.00,27,1.15,65,910.3,22.57,46.220,0.00,0.00,0.000,5,1545,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-1,10,#####,0.00,#####,5.00,88888,0,5,2,2,
16,16,22/02/2021 21:31:09:913,66,45,1594,0,1,27,16.9,0.27,0.00,0.00,27,1.36,65,910.3,22.57,46.220,0.00,0.00,0.000,5,1545,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,-1,10,#####,0.00,#####,5.00,88888,0,5,2,2,
17,17,22/02/2021 21:31:10:10,77,56,1598,0,1,27,19.5,0.26,0.00,0.00,27,1.57,65,910.3,22.57,46.180,0.00,0.00,0.000,5,1552,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,5.00,88888,0,5,2,2,
18,18,22/02/2021 21:31:10:113,89,67,1598,0,1,27,22.0,0.25,0.00,0.00,27,1.78,65,910.3,22.57,46.180,0.00,0.00,0.000,5,1552,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,65.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,5.00,88888,0,5,2,2,
19,19,22/02/2021 21:31:10:213,100,79,1598,0,1,27,24.6,0.25,0.00,0.00,27,1.99,65,910.3,22.57,46.160,0.00,0.00,0.000,5,1628,0,#####,#####,#####,0.00,#####,43.18,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,64.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,1,10,#####,0.00,#####,6.00,88888,0,5,2,2,
20,20,22/02/2021 21:31:10:313,111,90,1598,0,1,27,27.2,0.26,0.00,0.00,3,2.20,65,910.3,22.57,46.160,0.00,0.00,0.000,5,1628,0,#####,#####,#####,0.00,#####,43.18,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,64.000,7968.0,-18,1,#####,1,#####,0,0.00,31.00,1,10,#####,0.00,#####,6.00,88888,0,5,2,3,
21,21,22/02/2021 21:31:10:413,112,101,1598,0,1,3,25.0,0.26,0.00,0.00,3,2.02,65,910.3,22.57,46.160,0.00,0.00,0.000,5,1646,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,66.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,2,11,#####,0.00,#####,24.00,88888,0,5,3,3,
22,22,22/02/2021 21:31:10:513,112,109,1652,0,1,3,22.6,0.26,0.00,0.00,3,1.82,65,910.3,22.57,46.130,0.00,0.00,0.000,5,1646,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,66.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,2,11,#####,0.00,#####,24.00,88888,0,5,3,3,
23,23,22/02/2021 21:31:10:613,113,111,1652,0,1,3,20.1,0.28,0.00,0.00,3,1.62,65,910.3,22.57,46.100,0.00,0.00,0.000,5,1962,0,#####,#####,#####,0.00,#####,40.03,#####,#####,#####,#####,15,#####,#####,39.000,79.00,0.00,2,61.000,7968.0,-15,1,#####,1,#####,0,0.00,31.00,0,11,#####,0.00,#####,24.00,88888,0,5,3,3,
24,24,22/02/2021 21:31:10:713,113,112,1652,0,1,3,17.7,0.29,0.00,0.00,3,1.42,65,910.3,22.57,46.100,0.00,0.00,0.000,5,1962,0,#####,#####,#####,0.00,#####,40.03,#####,#####,#####,#####,15,#####,#####,39.000,79.00,0.00,2,61.000,7968.0,-15,1,#####,1,#####,0,0.00,31.00,0,11,#####,0.00,#####,24.00,88888,0,5,3,3,
25,25,22/02/2021 21:31:10:813,114,113,1652,0,1,3,15.3,0.30,0.00,0.00,3,1.22,65,910.3,22.57,46.090,0.00,0.00,0.000,5,2114,0,#####,#####,#####,0.00,#####,34.93,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-15,1,#####,1,#####,0,0.00,31.00,0,11,#####,0.00,#####,24.00,88888,0,5,3,3,
26,26,22/02/2021 21:31:10:913,115,113,1652,0,1,3,12.8,0.33,0.00,0.00,3,1.02,65,910.3,22.57,46.090,0.00,0.00,0.000,5,2114,0,#####,#####,#####,0.00,#####,34.93,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-15,1,#####,1,#####,0,0.00,31.00,0,11,#####,0.00,#####,24.00,88888,0,5,3,3,
27,27,22/02/2021 21:31:11:10,115,114,2033,0,1,3,10.4,0.34,0.00,0.00,3,0.82,65,910.3,22.57,46.090,0.00,0.00,0.000,5,2093,0,#####,#####,#####,0.00,#####,36.50,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,60.000,7968.0,-16,1,#####,1,#####,1,0.00,31.00,2,11,#####,0.00,#####,24.00,88888,0,5,3,3,
28,28,22/02/2021 21:31:11:113,116,114,2033,0,1,3,8.0,0.33,0.00,0.00,3,0.62,65,910.3,22.58,46.070,0.00,0.00,0.000,5,2093,0,#####,#####,#####,0.00,#####,36.50,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,60.000,7968.0,-16,1,#####,1,#####,1,0.00,31.00,2,11,#####,0.00,#####,24.00,88888,0,5,3,3,
29,29,22/02/2021 21:31:11:213,116,115,2033,0,1,3,5.6,0.33,0.00,0.00,3,0.43,65,910.3,22.58,46.040,0.00,0.00,0.000,5,2093,0,#####,#####,#####,0.00,#####,34.54,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,59.000,7968.0,-16,1,#####,1,#####,1,0.00,31.00,3,11,#####,0.00,#####,24.00,88888,0,5,3,3,
30,30,22/02/2021 21:31:11:313,117,116,2033,0,1,3,3.1,0.33,0.00,0.00,0,0.23,65,910.3,22.58,46.040,0.00,0.00,0.000,5,2093,0,#####,#####,#####,0.00,#####,34.54,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,59.000,7968.0,-16,1,#####,1,#####,1,0.00,31.00,3,11,#####,0.00,#####,24.00,88888,0,5,3,4,
31,31,22/02/2021 21:31:11:413,116,116,2033,0,1,0,2.9,0.33,0.00,0.00,0,0.21,65,910.3,22.58,46.040,0.00,0.00,0.000,5,2092,0,#####,#####,#####,0.00,#####,33.36,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,5,10,#####,0.00,#####,24.00,88888,0,5,4,4,
32,32,22/02/2021 21:31:11:513,116,117,2033,0,1,0,2.6,0.32,0.00,0.00,0,0.19,65,910.3,22.58,46.030,0.00,0.00,0.000,5,2092,0,#####,#####,#####,0.00,#####,33.36,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,5,10,#####,0.00,#####,24.00,88888,0,5,4,4,
33,33,22/02/2021 21:31:11:613,115,116,2070,0,1,0,2.3,0.32,0.00,0.00,0,0.16,65,910.3,22.58,46.020,0.00,0.00,0.000,5,1997,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,5,10,#####,0.00,#####,24.00,88888,0,5,4,4,
34,34,22/02/2021 21:31:11:713,115,115,2070,0,1,0,2.0,0.31,0.00,0.00,0,0.14,65,910.3,22.58,46.020,0.00,0.00,0.000,5,1997,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,5,10,#####,0.00,#####,24.00,88888,0,5,4,4,
35,35,22/02/2021 21:31:11:813,114,115,2070,0,1,0,1.8,0.30,0.00,0.00,0,0.12,65,910.3,22.58,46.000,0.00,0.00,0.000,5,2062,0,#####,#####,#####,0.00,#####,34.93,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,6,10,#####,0.00,#####,24.00,88888,0,5,4,4,
36,36,22/02/2021 21:31:11:913,113,114,2070,0,1,0,1.5,0.30,0.00,0.00,0,0.10,65,910.3,22.58,46.000,0.00,0.00,0.000,5,2062,0,#####,#####,#####,0.00,#####,34.93,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,6,10,#####,0.00,#####,24.00,88888,0,5,4,4,
37,37,22/02/2021 21:31:12:10,113,114,2070,0,1,0,1.2,0.30,0.00,0.00,0,0.07,65,910.3,22.58,46.000,0.00,0.00,0.000,5,1971,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,59.000,7968.0,-17,1,#####,1,#####,0,0.00,31.00,5,10,#####,0.00,#####,24.00,88888,0,5,4,4,
38,38,22/02/2021 21:31:12:113,112,113,1993,0,1,0,0.9,0.29,0.00,0.00,0,0.05,65,910.3,22.58,45.970,0.00,0.00,0.000,5,1971,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,59.000,7968.0,-17,1,#####,1,#####,0,0.00,31.00,5,10,#####,0.00,#####,24.00,88888,0,5,4,4,
39,39,22/02/2021 21:31:12:213,112,112,1993,0,1,0,0.6,0.28,0.00,0.00,0,0.03,65,910.3,22.58,45.960,0.00,0.00,0.000,5,2016,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,4,10,#####,0.00,#####,24.00,88888,0,5,4,4,
40,40,22/02/2021 21:31:12:313,111,112,1993,0,1,0,0.4,0.28,0.00,0.00,10,0.01,65,910.3,22.58,45.960,0.00,0.00,0.000,5,2016,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,4,10,#####,0.00,#####,24.00,88888,0,5,4,5,
41,41,22/02/2021 21:31:12:413,114,111,1993,0,1,10,1.2,0.29,0.00,0.00,10,0.08,65,910.3,22.58,45.960,0.00,0.00,0.000,5,2020,0,#####,#####,#####,0.00,#####,34.54,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,3,10,#####,0.00,#####,24.00,88888,0,5,5,5,
42,42,22/02/2021 21:31:12:513,118,111,1993,0,1,10,2.2,0.29,0.00,0.00,10,0.16,65,910.3,22.58,45.940,0.00,0.00,0.000,5,2020,0,#####,#####,#####,0.00,#####,34.54,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,3,10,#####,0.00,#####,24.00,88888,0,5,5,5,
43,43,22/02/2021 21:31:12:613,122,114,2035,0,1,10,3.2,0.27,0.00,0.00,10,0.24,65,910.3,22.58,45.940,0.00,0.00,0.000,5,2094,0,#####,#####,#####,0.00,#####,34.54,#####,#####,#####,#####,15,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,1,10,#####,0.00,#####,24.00,88888,0,5,5,5,
44,44,22/02/2021 21:31:12:713,125,118,2035,0,1,10,4.2,0.24,0.00,0.00,10,0.32,65,910.3,22.58,45.940,0.00,0.00,0.000,5,2094,0,#####,#####,#####,0.00,#####,34.54,#####,#####,#####,#####,15,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,1,10,#####,0.00,#####,24.00,88888,0,5,5,5,
45,45,22/02/2021 21:31:12:813,129,122,2035,0,1,10,5.1,0.23,0.00,0.00,10,0.40,65,910.3,22.58,45.940,0.00,0.00,0.000,5,1962,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,24.00,88888,0,5,5,5,
46,46,22/02/2021 21:31:12:913,133,125,2035,0,1,10,6.1,0.22,0.00,0.00,10,0.48,65,910.3,22.58,45.940,0.00,0.00,0.000,5,1962,0,#####,#####,#####,0.00,#####,35.72,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,24.00,88888,0,5,5,5,
47,47,22/02/2021 21:31:13:10,136,129,2035,0,1,10,7.1,0.22,0.00,0.00,10,0.56,65,910.3,22.58,45.940,0.00,0.00,0.000,5,2026,0,#####,#####,#####,0.00,#####,36.11,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,24.00,88888,0,5,5,5,
48,48,22/02/2021 21:31:13:113,140,133,1981,0,1,10,8.1,0.20,0.00,0.00,10,0.64,65,910.3,22.59,45.900,0.00,0.00,0.000,5,2026,0,#####,#####,#####,0.00,#####,36.11,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,2,10,#####,0.00,#####,24.00,88888,0,5,5,5,
49,49,22/02/2021 21:31:13:213,143,136,1981,0,1,10,9.0,0.19,0.00,0.00,10,0.72,65,910.3,22.59,45.890,0.00,0.00,0.000,5,1971,0,#####,#####,#####,0.00,#####,36.50,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,1,10,#####,0.00,#####,24.00,88888,0,5,5,5,
50,50,22/02/2021 21:31:13:313,147,140,1981,0,1,1,9.9,0.19,0.00,0.00,42,0.79,65,910.3,22.59,45.890,0.00,0.00,0.000,4,1971,0,#####,#####,#####,0.00,#####,36.50,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,1,10,#####,0.00,#####,24.00,88888,0,5,5,6,
51,51,22/02/2021 21:31:13:413,146,144,1981,0,1,0,9.9,0.20,0.00,0.00,42,0.79,65,910.3,22.59,45.890,0.00,0.00,0.000,4,1946,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,24.00,88888,0,5,6,6,
52,52,22/02/2021 21:31:13:513,146,145,1981,0,1,0,9.9,0.20,0.00,0.00,42,0.00,65,910.3,22.59,45.910,0.00,0.00,0.000,4,1946,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,24.00,88888,0,5,6,6,
53,53,22/02/2021 21:31:13:613,146,146,1963,0,1,0,9.9,0.20,0.00,0.00,42,0.00,65,910.3,22.59,45.910,0.00,0.00,0.000,4,2006,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,24.00,88888,0,5,6,6,
54,54,22/02/2021 21:31:13:713,146,146,1963,0,1,0,9.9,0.21,0.00,0.00,42,0.00,65,910.3,22.59,45.890,0.00,0.00,0.000,4,2006,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,58.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,24.00,88888,0,5,6,6,
55,55,22/02/2021 21:31:13:813,146,146,1963,0,1,0,9.9,0.23,0.00,0.00,42,0.00,65,910.2,22.59,45.880,0.00,0.00,0.000,4,1895,0,#####,#####,#####,0.00,#####,36.50,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,59.000,7968.0,-17,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,24.00,88888,0,5,6,6,
56,56,22/02/2021 21:31:13:913,146,146,1963,0,1,0,9.9,0.19,0.00,0.00,42,0.00,65,910.2,22.59,45.880,0.00,0.00,0.000,4,1895,0,#####,#####,#####,0.00,#####,36.50,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,59.000,7968.0,-17,1,#####,1,#####,0,0.00,31.00,0,10,#####,0.00,#####,24.00,88888,0,5,6,6,
57,57,22/02/2021 21:31:14:10,146,146,1963,0,1,42,0.1,0.13,0.00,0.00,42,0.00,65,910.2,22.59,45.880,0.00,0.00,0.000,5,2014,0,#####,#####,#####,0.00,#####,37.29,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,24.00,88888,0,5,6,6,
58,58,22/02/2021 21:31:14:113,205,146,1976,1,1,42,14.0,0.17,0.00,0.00,42,1.13,65,910.3,22.59,45.890,0.00,0.00,0.000,5,2014,0,#####,#####,#####,0.00,#####,37.29,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,-2,10,#####,0.00,#####,24.00,88888,0,5,6,6,
59,59,22/02/2021 21:31:14:213,263,158,1976,1,1,42,27.9,0.10,0.00,0.00,42,2.27,65,910.3,22.59,45.890,0.00,0.00,0.000,5,2022,0,#####,#####,#####,0.00,#####,36.90,#####,#####,#####,#####,14,#####,#####,39.000,79.00,0.00,2,57.000,7968.0,-16,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,24.00,88888,0,5,6,6,
