Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX
Count= 678,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--
362,362,22/02/2021 15:33:10:462,353,371,3548,1,1,0,0,-7.28,0,0,0,10.75,58,907.6,20.98,37.77,-0.28,0,0,5,3506,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,15,#####,#####,39,68,0,4,58,7898,-13,1,#####,1,#####,2,0,31,0,11,#####,0,#####,33.5,88888,0,5,37,37
363,363,22/02/2021 15:33:10:562,347,371,3548,1,1,0,0,2.58,0,0,0,10.13,58,907.6,20.98,37.78,0.1,0,0,5,3604,0,#####,#####,#####,0,#####,34.54,#####,#####,#####,#####,14,#####,#####,39,67,0,4,67,7898,-9,1,#####,1,#####,4,0,31,0,13,#####,0,#####,33,88888,1,5,37,37
364,364,22/02/2021 15:33:10:662,342,361,3548,1,1,0,0,10.45,0,0,0,9.48,58,907.6,20.98,37.79,0.4,0,0,5,3604,0,#####,#####,#####,0,#####,34.54,#####,#####,#####,#####,14,#####,#####,39,67,0,4,67,7898,-9,1,#####,1,#####,4,0,31,0,13,#####,0,#####,33,88888,1,5,37,37
365,365,22/02/2021 15:33:10:762,336,353,3548,1,1,0,0,16.41,0,0,0,8.92,58,907.6,20.98,37.79,0.61,0,0,5,3253,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,39,68,0,4,72,7898,-8,1,#####,1,#####,4,0,31,0,17,#####,0,#####,30,88888,1,5,37,37
366,366,22/02/2021 15:33:10:862,331,346,3278,1,1,0,0,19.5,0,0,0,8.49,58,907.6,20.98,37.79,0.71,0,0,5,3253,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,39,68,0,4,72,7898,-8,1,#####,1,#####,4,0,31,0,17,#####,0,#####,30,88888,0,5,37,37
367,367,22/02/2021 15:33:10:962,325,339,3278,1,1,0,0,22.08,0,0,0,8.13,58,907.6,20.98,37.79,0.78,0,0,5,3118,0,#####,#####,#####,0,#####,42,#####,#####,#####,#####,14,#####,#####,39,68,0,4,73,7898,-8,1,#####,1,#####,6,0,31,0,17,#####,0,#####,28.5,88888,0,5,37,37
368,368,22/02/2021 15:33:11:62,320,332,3278,1,1,0,0,24.97,0,0,0,7.73,58,907.6,20.99,37.8,0.87,0,0,5,3118,0,#####,#####,#####,0,#####,42,#####,#####,#####,#####,14,#####,#####,39,68,0,4,73,7898,-8,1,#####,1,#####,6,0,31,0,17,#####,0,#####,28.5,88888,1,5,37,37
369,369,22/02/2021 15:33:11:162,315,325,3278,1,1,0,0,26.62,0,0,0,7.42,58,907.7,20.99,37.8,0.91,0,0,5,2983,0,#####,#####,#####,0,#####,42.39,#####,#####,#####,#####,15,#####,#####,39,68,0,4,73,7898,-9,1,#####,1,#####,6,0,31,0,17,#####,0,#####,27.5,88888,0,5,37,37
370,370,22/02/2021 15:33:11:262,309,319,3278,1,1,0,0,26.95,0,0,0,7.18,58,907.7,20.98,37.82,0.9,0,0,5,2983,0,#####,#####,#####,0,#####,42.39,#####,#####,#####,#####,15,#####,#####,39,68,0,4,73,7898,-9,1,#####,1,#####,6,0,31,0,17,#####,0,#####,27.5,88888,0,5,37,37
371,371,22/02/2021 15:33:11:362,305,312,2910,1,1,0,0,26.92,0,0,0,6.99,58,907.6,20.98,37.82,0.88,0,0,5,2867,0,#####,#####,#####,0,#####,40.43,#####,#####,#####,#####,15,#####,#####,39,68,0,4,71,7898,-9,1,#####,1,#####,6,0,31,-1,16,#####,0,#####,27,88888,0,5,38,38
372,372,22/02/2021 15:33:11:462,300,306,2910,1,1,0,0,25.24,0,0,0,6.93,58,907.6,20.98,37.82,0.81,0,0,5,2867,0,#####,#####,#####,0,#####,40.43,#####,#####,#####,#####,15,#####,#####,39,68,0,4,71,7898,-9,1,#####,1,#####,6,0,31,-1,16,#####,0,#####,27,88888,0,5,38,38
373,373,22/02/2021 15:33:11:562,296,302,2910,1,1,0,0,24.43,0,0,0,6.83,58,907.7,20.98,37.82,0.77,0,0,5,2733,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,39,68,0,2,70,7898,-10,1,#####,1,#####,5,0,31,1,16,#####,0,#####,26,88888,1,5,38,38
374,374,22/02/2021 15:33:11:662,291,298,2910,1,1,0,0,24.3,0,0,0,6.67,58,907.7,20.98,37.81,0.76,0,0,5,2733,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,39,68,0,2,70,7898,-10,1,#####,1,#####,5,0,31,1,16,#####,0,#####,26,88888,1,5,38,38
375,375,22/02/2021 15:33:11:762,287,293,2910,1,1,0,0,23.54,0,0,0,6.56,58,907.6,20.98,37.81,0.72,0,0,5,2700,0,#####,#####,#####,0,#####,39.25,#####,#####,#####,#####,14,#####,#####,39,68,0,2,69,7898,-11,1,#####,1,#####,4,0,31,3,15,#####,0,#####,25.5,88888,1,5,38,38
376,376,22/02/2021 15:33:11:862,282,289,2667,1,1,0,0,23.18,0,0,0,6.42,58,907.6,20.98,37.81,0.7,0,0,5,2700,0,#####,#####,#####,0,#####,39.25,#####,#####,#####,#####,14,#####,#####,39,68,0,2,69,7898,-11,1,#####,1,#####,4,0,31,3,15,#####,0,#####,25.5,88888,0,5,38,38
377,377,22/02/2021 15:33:11:962,278,286,2667,1,1,0,0,23.84,0,0,0,6.2,58,907.6,20.98,37.83,0.71,0,0,5,2620,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,14,#####,#####,39,68,0,2,69,7898,-11,1,#####,1,#####,4,0,31,5,15,#####,0,#####,24.5,88888,0,5,38,38
378,378,22/02/2021 15:33:12:62,273,281,2667,1,1,0,0,24.14,0,0,0,6.01,58,907.6,20.98,37.83,0.71,0,0,5,2620,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,14,#####,#####,39,68,0,2,69,7898,-11,1,#####,1,#####,4,0,31,5,15,#####,0,#####,24.5,88888,1,5,38,38
379,379,22/02/2021 15:33:12:162,269,277,2667,1,1,0,0,24.19,0,0,0,5.83,58,907.6,20.98,37.83,0.7,0,0,5,2538,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,14,#####,#####,39,68,0,2,68,7898,-11,1,#####,1,#####,4,0,31,8,15,#####,0,#####,24,88888,1,5,38,38
380,380,22/02/2021 15:33:12:262,264,272,2667,1,1,0,0,24.17,0,0,0,5.66,58,907.6,20.98,37.83,0.69,0,0,5,2538,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,14,#####,#####,39,68,0,2,68,7898,-11,1,#####,1,#####,4,0,31,8,15,#####,0,#####,24,88888,1,5,38,38
381,381,22/02/2021 15:33:12:362,272,267,2667,1,1,21,1.9,23.97,0,0,21,5.67,58,907.6,20.98,37.83,0.67,0,0,5,2456,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,15,#####,#####,39,68,0,2,68,7898,-12,1,#####,1,#####,3,0,31,7,14,#####,0,#####,24,88888,0,5,39,39
382,382,22/02/2021 15:33:12:462,280,265,2464,1,1,21,4.1,23.63,0,0,21,5.72,58,907.6,20.98,37.83,0.66,0,0,5,2456,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,15,#####,#####,39,68,0,2,68,7898,-12,1,#####,1,#####,3,0,31,7,14,#####,0,#####,24,88888,0,5,39,39
383,383,22/02/2021 15:33:12:562,289,269,2464,1,1,21,6.2,20.84,0,0,21,6,58,907.6,20.98,37.85,0.59,0,0,5,2456,0,#####,#####,#####,0,#####,38.07,#####,#####,#####,#####,14,#####,#####,39,68,0,2,67,7898,-12,1,#####,1,#####,3,0,31,5,14,#####,0,#####,24,88888,1,5,39,39
384,384,22/02/2021 15:33:12:662,297,277,2464,1,1,21,8.4,18.07,0,0,21,6.3,58,907.7,20.98,37.85,0.52,0,0,5,2456,0,#####,#####,#####,0,#####,38.07,#####,#####,#####,#####,14,#####,#####,39,68,0,2,67,7898,-12,1,#####,1,#####,3,0,31,5,14,#####,0,#####,24,88888,1,5,39,39
385,385,22/02/2021 15:33:12:762,306,287,2464,1,1,21,10.5,16.61,0,0,21,6.56,58,907.7,20.98,37.85,0.5,0,0,5,2367,0,#####,#####,#####,0,#####,37.29,#####,#####,#####,#####,14,#####,#####,39,68,0,2,65,7898,-13,1,#####,1,#####,3,0,31,9,14,#####,0,#####,24,88888,1,5,39,39
386,386,22/02/2021 15:33:12:862,314,296,2464,1,1,21,12.7,15.62,0,0,21,6.78,58,907.7,20.98,37.85,0.48,0,0,5,2367,0,#####,#####,#####,0,#####,37.29,#####,#####,#####,#####,14,#####,#####,39,68,0,2,65,7898,-13,1,#####,1,#####,3,0,31,9,14,#####,0,#####,24,88888,1,5,39,39
387,387,22/02/2021 15:33:12:962,323,304,2571,1,1,21,14.8,14.04,0,0,21,7.07,58,907.7,20.98,37.86,0.45,0,0,5,2496,0,#####,#####,#####,0,#####,35.72,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-13,1,#####,1,#####,3,0,31,5,14,#####,0,#####,24.5,88888,1,5,39,39
388,388,22/02/2021 15:33:13:61,331,313,2571,1,1,21,16.9,12.01,0,0,21,7.43,58,907.7,20.98,37.86,0.39,0,0,5,2496,0,#####,#####,#####,0,#####,35.72,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-13,1,#####,1,#####,3,0,31,5,14,#####,0,#####,24.5,88888,1,5,39,39
389,389,22/02/2021 15:33:13:161,340,322,2571,1,1,21,19.1,10.57,0,0,21,7.78,58,907.6,20.98,37.87,0.36,0,0,5,2682,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-11,1,#####,1,#####,3,0,31,3,14,#####,0,#####,27,88888,1,5,39,39
390,390,22/02/2021 15:33:13:261,348,331,2571,1,1,21,21.2,9.96,0,0,21,8.07,58,907.6,20.98,37.88,0.35,0,0,5,2682,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-11,1,#####,1,#####,3,0,31,3,14,#####,0,#####,27,88888,1,5,39,39
391,391,22/02/2021 15:33:13:361,350,339,2571,1,1,8,20,8.9,0,0,8,8.14,58,907.6,20.98,37.88,0.32,0,0,5,2832,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-10,1,#####,1,#####,3,0,31,3,14,#####,0,#####,29,88888,1,5,40,40
392,392,22/02/2021 15:33:13:461,353,347,2985,1,1,8,18.6,8.5,0,0,8,8.14,58,907.6,20.98,37.88,0.31,0,0,5,2832,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-10,1,#####,1,#####,3,0,31,3,14,#####,0,#####,29,88888,1,5,40,40
393,393,22/02/2021 15:33:13:561,355,353,2985,1,1,8,17.2,9.6,0,0,8,8,58,907.6,20.98,37.87,0.35,0,0,5,3152,0,#####,#####,#####,0,#####,36.5,#####,#####,#####,#####,15,#####,#####,39,68,0,2,66,7898,-9,1,#####,1,#####,4,0,31,6,14,#####,0,#####,31.5,88888,1,5,40,40
394,394,22/02/2021 15:33:13:661,358,356,2985,1,1,8,15.8,11.06,0,0,8,7.81,58,907.6,20.98,37.87,0.41,0,0,5,3152,0,#####,#####,#####,0,#####,36.5,#####,#####,#####,#####,15,#####,#####,39,68,0,2,66,7898,-9,1,#####,1,#####,4,0,31,6,14,#####,0,#####,31.5,88888,1,5,40,40
395,395,22/02/2021 15:33:13:761,360,359,2985,1,1,8,14.5,13,0,0,8,7.57,58,907.7,20.98,37.87,0.49,0,0,5,3235,0,#####,#####,#####,0,#####,36.5,#####,#####,#####,#####,15,#####,#####,39,68,0,2,67,7898,-9,1,#####,1,#####,4,0,31,9,15,#####,0,#####,32,88888,1,5,40,40
396,396,22/02/2021 15:33:13:861,362,361,2985,1,1,8,13.1,14.98,0,0,8,7.3,58,907.7,20.98,37.87,0.57,0,0,5,3235,0,#####,#####,#####,0,#####,36.5,#####,#####,#####,#####,15,#####,#####,39,68,0,2,67,7898,-9,1,#####,1,#####,4,0,31,9,15,#####,0,#####,32,88888,1,5,40,40
397,397,22/02/2021 15:33:13:961,365,363,3244,1,1,8,11.7,16.23,0,0,8,7.05,58,907.7,20.98,37.87,0.62,0,0,5,3257,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,39,68,0,2,67,7898,-9,1,#####,1,#####,4,0,31,7,15,#####,0,#####,33.5,88888,1,5,40,40
398,398,22/02/2021 15:33:14:61,367,363,3244,1,1,8,10.3,16.46,0,0,8,6.88,58,907.6,20.98,37.87,0.63,0,0,5,3257,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,39,68,0,2,67,7898,-9,1,#####,1,#####,4,0,31,7,15,#####,0,#####,33.5,88888,1,5,40,40
399,399,22/02/2021 15:33:14:161,370,364,3244,1,1,8,8.9,16.2,0,0,8,6.74,58,907.6,20.99,37.88,0.62,0,0,5,3268,0,#####,#####,#####,0,#####,36.9,#####,#####,#####,#####,14,#####,#####,39,68,0,2,67,7898,-9,1,#####,1,#####,4,0,31,5,16,#####,0,#####,33.5,88888,1,5,40,40
400,400,22/02/2021 15:33:14:261,372,366,3244,1,1,8,7.5,15.86,0,0,8,6.59,58,907.6,20.99,37.88,0.61,0,0,5,3268,0,#####,#####,#####,0,#####,36.9,#####,#####,#####,#####,14,#####,#####,39,68,0,2,67,7898,-9,1,#####,1,#####,4,0,31,5,16,#####,0,#####,33.5,88888,1,5,40,40
401,401,22/02/2021 15:33:14:361,369,368,3244,1,1,0,6.8,15.31,0,0,0,6.53,58,907.6,20.98,37.9,0.59,0,0,5,3323,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,15,#####,#####,39,68,0,2,65,7898,-9,1,#####,1,#####,4,0,31,6,15,#####,0,#####,34.5,88888,1,5,41,41
402,402,22/02/2021 15:33:14:461,366,371,3319,1,1,0,6.1,15.61,0,0,0,6.38,58,907.6,20.98,37.9,0.61,0,0,5,3323,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,15,#####,#####,39,68,0,2,65,7898,-9,1,#####,1,#####,4,0,31,6,15,#####,0,#####,34.5,88888,1,5,41,41
403,403,22/02/2021 15:33:14:561,363,369,3319,1,1,0,5.3,15.82,0,0,0,6.23,58,907.6,20.99,37.93,0.61,0,0,5,3366,0,#####,#####,#####,0,#####,33.76,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-9,1,#####,1,#####,4,0,31,9,15,#####,0,#####,34.5,88888,1,5,41,41
404,404,22/02/2021 15:33:14:661,360,365,3319,1,1,0,4.6,15.87,0,0,0,6.08,58,907.6,20.99,37.93,0.61,0,0,5,3366,0,#####,#####,#####,0,#####,33.76,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-9,1,#####,1,#####,4,0,31,9,15,#####,0,#####,34.5,88888,1,5,41,41
405,405,22/02/2021 15:33:14:761,357,362,3319,1,1,0,3.8,15.98,0,0,0,5.93,58,907.6,20.98,37.91,0.61,0,0,5,3301,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-9,1,#####,1,#####,4,0,31,7,15,#####,0,#####,33.5,88888,1,5,41,41
406,406,22/02/2021 15:33:14:861,354,358,3319,1,1,0,3,15.32,0,0,0,5.83,58,907.7,20.98,37.91,0.57,0,0,5,3301,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-9,1,#####,1,#####,4,0,31,7,15,#####,0,#####,33.5,88888,1,5,41,41
407,407,22/02/2021 15:33:14:961,351,355,3257,1,1,0,2.3,14.72,0,0,0,5.73,58,907.7,20.98,37.91,0.55,0,0,5,3223,0,#####,#####,#####,0,#####,33.36,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-10,1,#####,1,#####,4,0,31,4,14,#####,0,#####,33,88888,1,5,41,41
408,408,22/02/2021 15:33:15:61,348,351,3257,1,1,0,1.5,13.75,0,0,0,5.64,58,907.7,20.98,37.98,0.51,0,0,5,3223,0,#####,#####,#####,0,#####,33.36,#####,#####,#####,#####,14,#####,#####,39,68,0,2,63,7898,-10,1,#####,1,#####,4,0,31,4,14,#####,0,#####,33,88888,1,5,41,41
409,409,22/02/2021 15:33:15:161,345,348,3257,1,1,0,0.8,12.96,0,0,0,5.57,58,907.7,20.98,37.99,0.47,0,0,5,3156,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,62,7898,-10,1,#####,1,#####,3,0,31,7,14,#####,0,#####,31.5,88888,1,5,41,41
410,410,22/02/2021 15:33:15:261,342,347,3257,1,1,0,0,13.12,0,0,0,5.41,58,907.6,20.98,37.99,0.48,0,0,5,3156,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,62,7898,-10,1,#####,1,#####,3,0,31,7,14,#####,0,#####,31.5,88888,1,5,41,41
411,411,22/02/2021 15:33:15:361,341,344,3257,1,1,0,0,13.4,0,0,0,5.29,58,907.6,20.98,37.99,0.48,0,0,5,3142,0,#####,#####,#####,0,#####,32.19,#####,#####,#####,#####,15,#####,#####,39,68,0,2,61,7898,-11,1,#####,1,#####,3,0,31,10,14,#####,0,#####,31.5,88888,1,5,42,42
412,412,22/02/2021 15:33:15:461,340,341,3109,1,1,0,0,12.78,0,0,0,5.23,58,907.6,20.98,38.01,0.46,0,0,5,3142,0,#####,#####,#####,0,#####,32.19,#####,#####,#####,#####,15,#####,#####,39,68,0,2,61,7898,-11,1,#####,1,#####,3,0,31,10,14,#####,0,#####,31.5,88888,1,5,42,42
413,413,22/02/2021 15:33:15:561,339,337,3109,1,1,0,0,11.24,0,0,0,5.28,58,907.6,20.98,38.01,0.4,0,0,5,3060,0,#####,#####,#####,0,#####,31.79,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-12,1,#####,1,#####,3,0,31,5,14,#####,0,#####,30,88888,1,5,42,42
414,414,22/02/2021 15:33:15:661,337,336,3109,1,1,0,0,10.09,0,0,0,5.3,58,907.6,20.98,38.02,0.36,0,0,5,3060,0,#####,#####,#####,0,#####,31.79,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-12,1,#####,1,#####,3,0,31,5,14,#####,0,#####,30,88888,1,5,42,42
415,415,22/02/2021 15:33:15:761,336,337,3109,1,1,0,0,9.66,0,0,0,5.26,58,907.6,20.98,38.01,0.34,0,0,5,3054,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,15,#####,#####,39,68,0,2,60,7898,-12,1,#####,1,#####,2,0,31,6,13,#####,0,#####,30,88888,1,5,42,42
416,416,22/02/2021 15:33:15:861,335,336,3109,1,1,0,0,9.39,0,0,0,5.21,58,907.6,20.98,38.01,0.33,0,0,5,3054,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,15,#####,#####,39,68,0,2,60,7898,-12,1,#####,1,#####,2,0,31,6,13,#####,0,#####,30,88888,1,5,42,42
417,417,22/02/2021 15:33:15:961,334,334,3109,1,1,0,0,8.71,0,0,0,5.21,58,907.6,20.98,38.01,0.3,0,0,5,3048,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-12,1,#####,1,#####,2,0,31,9,13,#####,0,#####,30,88888,1,5,42,42
418,418,22/02/2021 15:33:16:61,333,333,3030,1,1,0,0,8.34,0,0,0,5.18,58,907.6,20.98,38.03,0.29,0,0,5,3048,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-12,1,#####,1,#####,2,0,31,9,13,#####,0,#####,30,88888,1,5,42,42
419,419,22/02/2021 15:33:16:161,331,332,3030,1,1,0,0,7.82,0,0,0,5.16,58,907.6,20.98,38.04,0.27,0,0,5,3013,0,#####,#####,#####,0,#####,31.01,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-12,1,#####,1,#####,2,0,31,6,13,#####,0,#####,29,88888,1,5,42,42
420,420,22/02/2021 15:33:16:261,330,331,3030,1,1,0,0,7.7,0,0,0,5.12,58,907.7,20.98,38.04,0.27,0,0,5,3013,0,#####,#####,#####,0,#####,31.01,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-12,1,#####,1,#####,2,0,31,6,13,#####,0,#####,29,88888,1,5,42,42
421,421,22/02/2021 15:33:16:361,328,329,3030,1,1,0,0,7.08,0,0,0,5.11,58,907.7,20.98,38.04,0.24,0,0,5,3013,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,8,13,#####,0,#####,30,88888,1,5,43,43
422,422,22/02/2021 15:33:16:461,326,327,3030,1,1,0,0,6.1,0,0,0,5.15,58,907.7,20.98,38.01,0.21,0,0,5,3013,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,8,13,#####,0,#####,30,88888,1,5,43,43
423,423,22/02/2021 15:33:16:561,323,327,2981,1,1,0,0,6.52,0,0,0,5.07,58,907.6,20.98,38.01,0.22,0,0,5,3013,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,10,13,#####,0,#####,28.5,88888,1,5,43,43
424,424,22/02/2021 15:33:16:661,321,325,2981,1,1,0,0,6.57,0,0,0,5.02,58,907.6,20.99,38.01,0.22,0,0,5,3013,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,10,13,#####,0,#####,28.5,88888,1,5,43,43
425,425,22/02/2021 15:33:16:761,318,321,2981,1,1,0,0,6.22,0,0,0,5,58,907.6,20.99,38,0.21,0,0,5,2947,0,#####,#####,#####,0,#####,31.79,#####,#####,#####,#####,15,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,7,13,#####,0,#####,28.5,88888,1,5,43,43
426,426,22/02/2021 15:33:16:861,316,319,2981,1,1,0,0,5.78,0,0,0,4.99,58,907.7,20.99,38,0.19,0,0,5,2947,0,#####,#####,#####,0,#####,31.79,#####,#####,#####,#####,15,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,7,13,#####,0,#####,28.5,88888,1,5,43,43
427,427,22/02/2021 15:33:16:961,313,317,2981,1,1,0,0,5.81,0,0,0,4.95,58,907.7,20.99,38,0.19,0,0,5,2944,0,#####,#####,#####,0,#####,32.19,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-13,1,#####,1,#####,2,0,31,5,13,#####,0,#####,27.5,88888,1,5,43,43
428,428,22/02/2021 15:33:17:61,311,316,2885,1,1,0,0,6.11,0,0,0,4.89,58,907.7,20.98,38.03,0.2,0,0,5,2944,0,#####,#####,#####,0,#####,32.19,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-13,1,#####,1,#####,2,0,31,5,13,#####,0,#####,27.5,88888,1,5,43,43
429,429,22/02/2021 15:33:17:161,309,314,2885,1,1,0,0,6.85,0,0,0,4.78,58,907.7,20.98,38.03,0.23,0,0,5,2866,0,#####,#####,#####,0,#####,31.79,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,9,13,#####,0,#####,27.5,88888,1,5,43,43
430,430,22/02/2021 15:33:17:261,306,311,2885,1,1,0,0,7.49,0,0,0,4.67,58,907.6,20.98,38.05,0.24,0,0,5,2866,0,#####,#####,#####,0,#####,31.79,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,9,13,#####,0,#####,27.5,88888,1,5,43,43
431,431,22/02/2021 15:33:17:361,301,309,2885,1,1,0,0,7.94,0,0,0,4.58,58,907.6,20.98,38.05,0.26,0,0,5,2817,0,#####,#####,#####,0,#####,32.58,#####,#####,#####,#####,15,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,5,13,#####,0,#####,27,88888,1,5,44,44
432,432,22/02/2021 15:33:17:461,296,305,2885,1,1,0,0,8.29,0,0,0,4.49,58,907.6,20.98,38.07,0.26,0,0,5,2817,0,#####,#####,#####,0,#####,32.58,#####,#####,#####,#####,15,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,5,13,#####,0,#####,27,88888,1,5,44,44
433,433,22/02/2021 15:33:17:561,291,299,2777,1,1,0,0,7.76,0,0,0,4.47,58,907.6,20.98,38.07,0.24,0,0,5,2748,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,2,13,#####,0,#####,25.5,88888,1,5,44,44
434,434,22/02/2021 15:33:17:661,286,294,2777,1,1,0,0,7.24,0,0,0,4.47,58,907.6,20.98,38.07,0.22,0,0,5,2748,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-13,1,#####,1,#####,2,0,31,2,13,#####,0,#####,25.5,88888,1,5,44,44
435,435,22/02/2021 15:33:17:761,281,289,2777,1,1,0,0,7.28,0,0,0,4.41,58,907.6,20.98,38.1,0.22,0,0,5,2648,0,#####,#####,#####,0,#####,32.58,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-14,1,#####,1,#####,2,0,31,7,13,#####,0,#####,24.5,88888,1,5,44,44
436,436,22/02/2021 15:33:17:861,276,284,2777,1,1,0,0,7.01,0,0,0,4.38,58,907.6,20.98,38.1,0.21,0,0,5,2648,0,#####,#####,#####,0,#####,32.58,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-14,1,#####,1,#####,2,0,31,7,13,#####,0,#####,24.5,88888,1,5,44,44
